"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",6,22,8,9,17,12,21,25,26,21,25,9,23,14,4,22,28
"2",18,15,14,16,27,19,28,14,29,11,1,1,16,29,2,18,2
"3",2,14,12,28,24,14,4,20,16,20,28,18,12,18,27,2,1
"4",27,19,6,27,11,24,3,9,15,4,21,10,13,10,3,27,17
"5",20,27,2,8,21,5,12,17,11,5,12,7,24,12,28,11,4
"6",8,3,28,4,9,17,5,15,20,7,4,6,10,15,25,20,24
"7",19,13,21,13,2,13,14,19,8,1,10,19,18,1,1,1,29
"8",24,2,11,3,18,28,17,11,2,13,27,4,20,19,12,3,14
"9",12,7,19,10,29,7,16,29,4,2,23,16,14,28,20,26,18
"10",14,28,29,29,19,29,13,18,22,29,11,20,19,22,11,28,15
"11",28,8,20,18,4,26,26,26,14,19,8,13,25,16,26,23,8
"12",15,29,13,17,1,1,29,1,18,8,29,14,1,17,14,14,22
"13",17,9,3,19,26,23,10,22,9,28,18,5,2,5,16,17,25
"14",29,1,15,15,20,6,1,27,24,22,13,29,8,11,9,13,20
"15",21,10,23,22,13,3,9,8,28,17,19,11,22,27,23,7,26
"16",1,12,22,1,22,4,25,12,13,16,15,12,4,2,10,29,11
"17",16,5,5,7,5,16,15,3,23,23,22,21,17,3,22,25,3
"18",13,6,26,26,15,9,20,4,5,24,7,8,9,13,5,8,5
"19",4,21,16,14,3,10,2,6,6,26,14,2,29,23,18,19,13
"20",10,26,17,24,7,21,18,28,25,10,16,3,7,4,21,5,12
"21",5,11,7,11,16,27,11,7,27,3,9,27,3,21,15,9,9
"22",23,24,10,23,23,15,19,5,7,14,6,24,6,20,24,24,27
"23",25,17,27,20,25,11,22,10,21,6,26,26,28,6,17,16,10
"24",9,16,9,21,12,2,7,24,1,12,2,25,21,7,13,21,7
"25",3,4,1,25,8,18,24,16,12,9,17,22,27,25,8,12,21
"26",11,25,18,5,28,22,6,2,17,18,5,15,26,8,7,6,19
"27",26,18,4,2,10,8,23,21,19,27,3,17,11,24,19,4,16
"28",7,20,24,12,14,25,27,13,3,25,20,28,15,9,29,10,23
"29",22,23,25,6,6,20,8,23,10,15,24,23,5,26,6,15,6
