"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",10,13,8,2,12,2,19,8,1,11,3,4,12,10,19,20,22,2
"2",11,10,24,25,25,25,12,18,2,5,7,13,3,17,14,12,24,21
"3",5,17,4,3,24,19,17,19,20,15,11,14,4,6,2,24,4,13
"4",21,20,11,23,1,10,16,1,13,16,9,2,1,2,11,6,16,18
"5",26,11,1,26,13,14,14,16,16,26,1,17,16,26,13,11,1,1
"6",23,2,21,8,6,6,9,13,9,20,12,11,6,15,21,25,3,23
"7",17,24,12,4,7,21,5,21,6,12,8,23,9,23,24,7,11,10
"8",9,14,9,19,11,15,1,9,26,8,18,20,7,9,18,2,2,26
"9",18,8,18,5,23,9,3,6,24,10,6,3,19,22,6,13,9,17
"10",25,12,25,1,18,18,18,12,11,14,26,26,25,12,10,1,15,20
"11",20,5,7,18,22,8,23,22,5,6,14,21,20,3,20,16,8,16
"12",12,15,26,12,10,26,7,26,15,17,16,1,26,1,15,15,6,3
"13",19,16,16,10,20,7,22,23,25,22,17,12,5,20,17,3,23,6
"14",22,19,3,7,3,24,13,4,22,3,15,16,23,16,16,19,25,14
"15",6,18,22,21,4,4,21,11,7,9,13,15,22,19,3,5,5,8
"16",15,22,6,13,16,23,25,7,4,23,22,6,11,21,7,14,7,24
"17",7,7,13,22,5,17,20,20,21,13,23,5,18,24,23,23,18,19
"18",4,4,5,16,21,20,6,3,10,21,10,9,21,14,22,4,17,7
"19",1,6,17,11,15,12,15,2,12,4,20,25,2,25,12,22,10,4
"20",8,21,10,15,17,5,8,24,14,18,5,24,24,18,9,21,21,25
"21",14,1,2,14,9,1,10,25,17,1,25,7,8,13,1,8,14,11
"22",13,23,23,24,26,3,11,5,19,24,24,19,13,11,25,18,12,12
"23",16,3,20,17,8,22,24,10,23,19,4,22,10,7,5,17,19,9
"24",3,9,14,6,2,11,4,17,3,25,21,18,14,4,8,10,26,15
"25",24,25,15,20,19,16,2,14,8,7,19,8,15,8,4,26,20,5
"26",2,26,19,9,14,13,26,15,18,2,2,10,17,5,26,9,13,22
