"","V1","V2","V3","V4","V5"
"1",17,20,5,4,14
"2",19,12,3,10,4
"3",4,15,2,14,17
"4",16,1,12,15,5
"5",11,13,16,21,16
"6",14,3,6,17,20
"7",7,11,11,1,21
"8",3,10,19,18,3
"9",21,16,9,19,9
"10",15,14,18,2,7
"11",20,8,14,6,18
"12",9,18,20,9,19
"13",18,6,21,13,13
"14",8,7,4,20,8
"15",13,19,15,12,1
"16",2,17,7,7,6
"17",5,2,17,5,10
"18",6,21,13,16,12
"19",12,9,1,8,11
"20",1,4,10,11,15
"21",10,5,8,3,2
