"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",5,13,11,11,14,4,10,1,4,10,8,5,14
"2",4,2,14,10,5,13,5,13,6,13,10,10,11
"3",11,4,13,4,12,12,13,2,11,8,5,15,9
"4",3,5,3,7,6,1,4,4,13,4,3,8,12
"5",2,15,7,5,13,8,2,15,9,9,6,11,1
"6",13,6,10,3,4,5,3,3,7,11,13,6,2
"7",12,14,12,12,7,3,7,11,14,3,12,14,8
"8",14,8,6,6,1,6,15,14,2,7,7,9,15
"9",9,3,8,14,9,2,12,12,10,14,4,2,4
"10",15,7,5,15,15,15,1,8,8,5,9,4,10
"11",8,10,1,2,10,10,9,10,15,15,15,7,13
"12",6,1,4,9,11,7,11,7,3,2,14,12,3
"13",1,11,9,8,2,14,14,6,12,6,11,3,5
"14",7,9,15,1,8,9,6,9,1,1,1,1,7
"15",10,12,2,13,3,11,8,5,5,12,2,13,6
