"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",14,20,16,3,18,25,24,22,18,3,27,16,26
"2",12,8,17,25,9,3,1,12,17,26,5,22,10
"3",6,28,6,22,12,13,25,2,15,5,14,28,12
"4",9,2,3,7,14,2,12,5,23,11,25,18,19
"5",21,17,2,20,6,16,8,24,21,4,4,5,18
"6",18,16,28,6,5,19,17,4,13,17,6,25,28
"7",7,6,21,24,7,23,16,13,2,8,21,8,22
"8",4,7,4,5,10,21,23,21,10,13,7,11,4
"9",23,4,12,12,22,7,9,17,5,6,8,27,24
"10",10,25,11,15,3,27,3,19,28,14,11,21,21
"11",28,9,18,4,23,22,4,1,20,15,16,7,16
"12",17,10,7,19,17,12,5,23,1,16,28,20,1
"13",24,3,10,26,2,17,27,18,19,22,24,14,14
"14",2,11,15,14,16,11,28,9,24,19,1,1,23
"15",13,19,13,13,4,4,20,3,4,21,19,4,3
"16",22,24,5,2,19,8,15,14,26,25,10,9,7
"17",20,12,1,16,25,24,22,10,8,27,18,23,20
"18",8,27,19,8,24,15,18,25,3,23,3,19,15
"19",27,21,14,27,15,26,13,6,6,10,2,17,6
"20",3,18,26,21,21,20,10,16,22,20,22,26,5
"21",5,15,8,28,28,5,14,27,16,18,17,10,27
"22",26,14,20,10,8,6,21,26,25,9,20,24,8
"23",11,23,9,9,26,18,2,11,12,7,23,2,9
"24",25,26,22,17,11,10,7,8,11,24,26,12,25
"25",1,13,25,1,1,9,6,15,7,1,15,15,13
"26",16,1,24,11,13,28,11,28,14,28,13,3,11
"27",15,5,23,18,27,14,19,7,27,2,9,13,2
"28",19,22,27,23,20,1,26,20,9,12,12,6,17
