"","V1","V2","V3"
"1",13,20,13
"2",23,21,6
"3",2,26,11
"4",26,8,3
"5",20,14,16
"6",14,17,29
"7",5,22,18
"8",9,13,1
"9",8,28,25
"10",18,6,26
"11",19,27,2
"12",27,23,27
"13",29,16,9
"14",12,10,17
"15",11,24,8
"16",25,29,15
"17",4,9,28
"18",16,25,20
"19",7,7,14
"20",21,19,22
"21",17,11,10
"22",28,4,19
"23",15,5,5
"24",22,1,12
"25",24,12,24
"26",10,2,23
"27",1,15,21
"28",3,3,7
"29",6,18,4
