"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",22,10,3,22,14,13,12,1
"2",12,4,21,5,18,3,18,18
"3",10,12,13,14,24,16,24,24
"4",2,24,16,9,9,8,13,22
"5",17,2,8,8,16,24,15,7
"6",16,20,18,21,15,2,2,12
"7",15,19,2,3,19,15,11,21
"8",14,5,14,23,8,6,22,4
"9",23,6,17,12,23,19,5,10
"10",13,11,15,4,4,22,1,16
"11",5,13,10,6,22,5,4,3
"12",6,1,20,15,1,14,10,14
"13",24,18,12,7,2,12,23,11
"14",4,17,11,24,17,23,9,17
"15",9,3,4,19,12,10,3,19
"16",1,9,24,18,20,11,14,8
"17",3,7,5,2,10,18,21,13
"18",11,23,7,17,5,17,6,5
"19",19,22,6,16,21,7,20,15
"20",8,21,19,10,13,21,19,2
"21",20,14,22,20,7,20,17,20
"22",21,8,9,11,6,4,7,23
"23",18,16,23,1,11,9,8,6
"24",7,15,1,13,3,1,16,9
