"","V1","V2","V3","V4"
"1",28,16,6,13
"2",18,1,14,12
"3",13,3,25,8
"4",6,12,5,25
"5",21,13,16,10
"6",24,6,4,3
"7",9,2,8,19
"8",16,11,10,6
"9",14,28,3,17
"10",12,23,7,5
"11",20,21,23,2
"12",5,8,20,4
"13",19,9,1,22
"14",23,10,28,16
"15",25,20,12,20
"16",7,25,27,11
"17",22,24,9,27
"18",15,18,26,26
"19",1,5,11,14
"20",2,14,24,21
"21",27,4,22,24
"22",17,17,19,18
"23",8,15,13,1
"24",10,22,21,15
"25",26,27,18,7
"26",11,7,17,28
"27",4,26,15,23
"28",3,19,2,9
