"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,14,11,2,5,3,9,11,4,12,7,3,2,11,12
"2",11,15,2,10,7,1,8,2,16,7,16,7,9,16,7
"3",10,7,3,12,13,7,5,16,6,13,4,2,12,12,2
"4",13,5,14,13,12,2,15,6,5,4,9,4,7,2,10
"5",14,13,5,5,14,13,13,4,3,9,3,13,4,9,6
"6",7,11,9,16,10,6,1,5,1,10,12,16,16,8,14
"7",12,3,13,3,6,11,3,12,2,5,13,10,8,14,4
"8",8,1,7,6,2,10,10,1,8,3,1,5,14,10,16
"9",15,12,10,11,8,15,2,15,13,6,5,6,5,6,15
"10",1,8,8,1,16,16,6,7,10,8,15,1,10,1,8
"11",9,16,16,9,3,14,16,8,9,16,10,8,15,7,1
"12",6,2,6,14,11,12,14,10,12,14,14,9,3,13,13
"13",5,4,12,7,9,4,4,3,14,15,2,11,6,4,5
"14",4,10,15,8,15,8,12,13,15,2,6,14,13,15,9
"15",16,6,4,4,4,5,11,14,11,11,11,15,11,3,11
"16",2,9,1,15,1,9,7,9,7,1,8,12,1,5,3
