"","V1","V2"
"1",10,13
"2",9,9
"3",5,10
"4",16,3
"5",13,8
"6",8,5
"7",15,16
"8",3,2
"9",7,17
"10",6,4
"11",1,7
"12",2,15
"13",17,11
"14",14,6
"15",11,1
"16",12,14
"17",4,12
