"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",13,4,17,16,6,11,3,4,6,7,15,17,5,6,18,12,6,4,15
"2",17,5,13,13,17,17,14,18,4,6,7,4,3,14,13,18,9,17,7
"3",9,19,10,18,1,7,12,10,12,12,20,1,2,9,10,20,20,13,20
"4",11,8,4,2,8,18,7,7,10,17,19,18,10,16,9,19,3,16,2
"5",18,14,2,11,15,8,15,13,16,2,17,19,4,8,8,7,11,2,3
"6",4,3,18,6,3,5,16,15,5,8,16,15,14,12,7,4,15,15,8
"7",2,2,5,12,19,10,19,2,19,9,12,6,13,13,6,14,2,9,17
"8",19,7,9,4,7,12,4,8,15,4,8,2,11,4,4,2,13,19,16
"9",20,11,12,15,5,15,17,1,8,13,3,12,19,10,3,13,18,7,1
"10",7,20,20,20,11,20,10,11,9,1,10,10,9,20,1,1,1,8,10
"11",6,15,7,8,4,14,13,17,13,3,4,16,18,3,17,17,5,12,13
"12",8,1,11,1,13,19,20,12,11,18,11,9,8,1,20,8,19,1,11
"13",5,18,3,14,16,13,6,5,3,10,13,8,16,7,19,6,14,18,5
"14",15,16,8,7,12,4,18,3,7,15,6,14,6,18,16,3,8,14,19
"15",10,10,19,19,20,1,11,9,20,19,2,20,12,2,11,11,10,20,9
"16",14,12,16,9,18,16,2,19,18,11,18,13,20,19,12,9,17,11,18
"17",1,9,1,10,9,9,1,20,1,20,1,11,1,11,2,10,12,10,14
"18",16,17,14,3,14,2,9,14,2,14,14,5,15,5,5,15,4,6,12
"19",3,13,15,5,10,3,5,6,17,5,5,7,7,15,14,16,16,5,4
"20",12,6,6,17,2,6,8,16,14,16,9,3,17,17,15,5,7,3,6
