"","V1","V2","V3","V4","V5","V6","V7"
"1",2,5,2,14,17,18,8
"2",9,12,23,11,22,6,23
"3",20,3,15,21,16,10,21
"4",8,20,6,12,7,23,4
"5",22,11,10,24,11,17,2
"6",21,17,22,2,14,19,10
"7",5,10,11,3,4,16,22
"8",6,18,4,23,19,8,16
"9",1,24,16,6,10,11,14
"10",7,1,9,19,5,4,11
"11",3,9,21,18,12,21,18
"12",11,21,20,22,2,13,9
"13",14,16,1,16,9,14,24
"14",16,22,8,7,18,20,20
"15",15,7,24,15,8,9,3
"16",23,19,18,13,6,3,19
"17",18,4,13,10,1,22,15
"18",24,8,5,9,23,12,12
"19",10,2,19,4,20,15,5
"20",4,15,14,8,15,2,1
"21",12,6,7,1,13,1,17
"22",19,13,3,5,3,7,7
"23",13,14,17,20,24,24,13
"24",17,23,12,17,21,5,6
