"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",25,21,10,14,1,8,7,15,7,23,11
"2",7,22,16,8,17,25,1,13,23,10,17
"3",24,3,24,13,9,23,18,6,13,14,24
"4",21,6,14,5,11,11,3,22,20,18,2
"5",16,1,1,18,16,3,12,25,15,11,16
"6",4,25,2,6,8,4,14,9,12,15,5
"7",11,8,8,25,22,7,8,5,25,13,9
"8",20,24,19,19,23,18,13,20,4,16,20
"9",10,13,9,1,7,22,21,24,1,12,10
"10",6,2,22,3,19,15,9,10,8,24,12
"11",22,23,7,20,10,14,22,8,22,3,13
"12",3,17,23,16,14,6,20,23,21,21,14
"13",8,4,12,15,25,20,15,16,18,1,4
"14",12,20,21,11,15,9,17,4,3,5,1
"15",2,11,17,17,2,21,11,1,17,17,7
"16",13,9,4,10,5,17,16,18,24,25,22
"17",23,10,18,9,21,1,23,17,11,9,8
"18",15,19,11,4,24,12,25,2,16,19,19
"19",17,14,20,2,3,5,10,11,19,2,21
"20",9,12,13,21,12,2,2,7,2,20,23
"21",1,16,6,12,20,13,6,21,10,4,25
"22",19,7,3,7,13,19,5,3,5,6,15
"23",14,18,25,24,6,16,4,19,14,8,6
"24",5,5,15,23,4,10,24,14,6,7,18
"25",18,15,5,22,18,24,19,12,9,22,3
