"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,16,5,14,17,11,1,13,16,1,11
"2",15,12,11,7,18,2,5,6,2,7,2
"3",4,5,18,11,8,20,7,4,8,4,5
"4",2,11,15,15,2,15,17,9,1,14,17
"5",10,7,17,16,20,5,10,20,9,6,21
"6",8,18,8,6,19,19,20,10,7,19,9
"7",9,2,7,21,4,7,3,11,10,15,3
"8",19,13,9,19,14,21,6,16,12,17,19
"9",5,4,10,9,7,1,21,17,17,8,14
"10",11,10,2,3,1,18,8,21,14,9,7
"11",13,3,3,10,21,17,13,7,19,13,16
"12",20,17,16,12,3,3,9,8,18,18,10
"13",21,1,14,1,13,14,12,12,4,2,12
"14",7,8,13,4,11,10,4,3,20,21,18
"15",14,19,21,8,6,13,2,18,6,12,15
"16",12,20,12,17,9,16,15,14,21,5,1
"17",16,15,6,5,5,8,18,5,11,3,20
"18",3,14,19,2,15,6,14,15,13,16,4
"19",18,9,20,20,16,12,19,2,15,10,8
"20",17,6,4,13,10,9,16,19,3,20,6
"21",6,21,1,18,12,4,11,1,5,11,13
