"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,16,3,14,12,20,7,24,8,6,20,3,6,19,24,8,20
"2",17,25,23,6,25,17,13,13,6,12,26,22,24,4,23,7,16
"3",15,27,27,27,18,27,27,27,16,1,14,14,16,15,13,15,27
"4",8,5,26,13,9,3,24,10,7,21,22,6,18,12,22,18,5
"5",19,6,4,7,20,26,12,8,4,22,3,13,11,23,19,17,21
"6",20,7,24,20,4,14,11,23,24,24,5,4,9,3,12,10,17
"7",23,20,25,12,8,21,10,6,9,8,8,27,5,17,8,19,6
"8",1,13,20,2,16,18,25,15,12,16,1,9,3,6,2,26,15
"9",18,12,5,25,2,5,26,14,14,18,27,24,2,22,15,6,14
"10",25,22,13,23,14,24,5,18,20,17,25,8,12,9,21,25,3
"11",14,1,15,9,27,15,1,1,15,15,15,1,1,13,14,1,1
"12",27,17,18,3,13,9,20,3,21,26,17,18,7,16,25,12,26
"13",12,2,16,18,7,19,17,19,13,14,10,23,27,27,27,27,23
"14",24,18,21,15,21,2,4,16,11,19,11,10,19,26,3,4,22
"15",4,9,22,24,17,8,6,7,19,7,2,19,22,20,20,11,9
"16",6,4,11,8,19,4,9,20,18,11,24,26,10,7,6,16,25
"17",13,19,7,16,23,1,14,11,27,2,9,12,4,2,26,20,11
"18",16,24,6,4,10,6,18,21,17,13,4,2,25,21,7,14,4
"19",9,15,10,11,22,22,22,25,22,23,7,25,20,11,18,3,7
"20",5,21,17,21,26,11,16,22,3,25,19,17,8,24,10,21,8
"21",22,10,9,19,24,16,23,5,23,9,21,5,23,18,9,23,19
"22",26,3,2,17,15,12,21,17,5,5,12,20,15,5,4,9,2
"23",21,11,14,1,1,7,3,26,1,4,16,15,21,10,17,22,13
"24",2,26,1,10,3,13,2,9,25,20,13,21,17,14,11,24,18
"25",11,14,8,26,11,23,8,2,10,27,18,16,26,1,1,13,12
"26",7,23,12,22,6,10,19,4,2,10,6,7,13,8,16,2,24
"27",10,8,19,5,5,25,15,12,26,3,23,11,14,25,5,5,10
