"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",16,17,7,10,10,13,15,15,11,12,16
"2",10,15,16,5,16,8,14,6,4,2,10
"3",13,11,12,4,2,2,2,12,7,8,15
"4",17,7,15,13,11,17,4,3,9,6,7
"5",5,8,1,14,12,1,16,14,6,7,9
"6",14,4,8,11,5,9,9,17,1,1,4
"7",2,16,6,12,8,6,3,5,3,13,6
"8",8,10,10,8,1,10,17,1,8,17,1
"9",1,5,9,9,14,4,8,2,12,4,17
"10",12,12,13,16,15,3,10,10,14,14,3
"11",3,14,11,2,7,16,11,13,13,5,5
"12",7,1,5,6,17,12,1,11,10,9,2
"13",11,9,2,1,13,15,7,8,2,15,13
"14",4,2,14,15,4,14,12,9,5,11,14
"15",9,13,3,17,3,11,6,7,16,3,12
"16",15,3,4,3,6,5,13,4,15,10,8
"17",6,6,17,7,9,7,5,16,17,16,11
