"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",12,2,13,5,2,9,16,15,16,5,8,17,9
"2",2,10,17,2,5,13,10,9,5,1,7,5,16
"3",4,5,5,6,6,3,7,13,4,9,17,13,2
"4",10,1,14,15,16,8,3,6,3,6,10,2,6
"5",13,11,12,18,7,1,12,16,1,18,6,10,11
"6",15,7,2,16,4,16,9,11,14,10,16,1,12
"7",6,16,15,13,3,7,4,7,11,13,15,16,15
"8",11,14,10,7,13,17,15,1,2,7,18,12,13
"9",16,8,16,3,11,4,13,4,13,15,14,6,5
"10",5,4,7,11,18,11,18,17,9,14,13,7,17
"11",17,6,6,12,10,5,8,3,8,4,2,15,18
"12",9,17,4,9,1,10,17,5,6,12,3,4,4
"13",14,12,1,1,17,12,5,10,7,16,9,18,8
"14",7,9,18,14,14,18,11,12,12,11,1,14,1
"15",18,18,11,10,9,14,1,18,10,3,12,8,3
"16",8,15,8,4,15,2,6,14,15,8,4,3,14
"17",1,13,3,17,12,6,14,8,17,2,11,11,7
"18",3,3,9,8,8,15,2,2,18,17,5,9,10
