"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,14,9,7,22,2,25,20
"2",5,12,18,22,3,11,5,27
"3",9,29,13,6,16,16,3,8
"4",22,15,10,16,1,21,8,1
"5",16,21,24,20,21,3,6,5
"6",6,1,15,14,29,7,14,10
"7",4,22,2,3,8,20,13,16
"8",20,23,14,12,12,27,29,28
"9",1,17,16,29,19,22,20,13
"10",17,8,11,2,25,23,7,24
"11",10,5,25,8,5,28,18,21
"12",26,18,7,21,4,15,24,23
"13",15,3,1,17,20,13,16,29
"14",14,20,21,1,2,9,26,11
"15",25,16,29,5,15,6,12,26
"16",19,7,5,10,6,4,2,14
"17",27,4,19,4,18,19,23,6
"18",23,24,4,9,27,12,19,3
"19",24,2,22,28,13,17,4,19
"20",29,28,17,15,10,1,17,18
"21",8,9,3,19,14,25,27,7
"22",21,10,26,24,26,10,28,15
"23",28,13,8,23,23,29,11,12
"24",13,19,20,13,28,26,1,17
"25",18,26,28,25,7,24,15,9
"26",2,11,27,11,11,14,10,2
"27",11,25,6,27,17,8,9,22
"28",7,27,23,18,24,18,22,25
"29",12,6,12,26,9,5,21,4
