"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",11,5,8,19,26,6,8,3,3,15,19,8,17,7,9,14,1,26
"2",4,12,20,25,18,17,5,26,18,19,2,26,15,3,24,20,6,12
"3",16,20,1,28,20,12,1,15,13,28,14,10,28,28,20,1,14,19
"4",21,7,10,13,11,26,7,22,24,4,22,3,19,8,27,6,17,17
"5",2,22,22,14,19,4,25,16,14,5,23,1,27,1,5,18,15,14
"6",7,8,11,8,23,25,11,18,17,25,24,21,6,23,4,24,16,22
"7",23,23,17,5,17,18,9,4,19,7,1,6,16,25,12,19,26,25
"8",19,17,27,20,12,21,12,9,23,26,13,4,21,12,3,23,3,3
"9",20,16,9,12,14,3,26,21,4,23,3,27,18,24,6,7,12,8
"10",10,14,25,15,15,15,27,10,22,3,17,19,3,26,23,5,2,28
"11",26,10,3,16,6,13,23,20,21,18,10,18,23,5,10,26,23,27
"12",5,27,13,7,4,9,14,28,27,14,8,11,13,15,1,3,5,21
"13",25,24,24,18,27,7,6,23,25,20,20,15,2,19,13,12,21,9
"14",9,6,15,2,16,5,22,14,20,27,11,7,7,6,21,9,25,2
"15",6,2,6,22,24,23,20,12,26,8,4,14,25,20,14,11,9,6
"16",28,9,16,24,22,11,13,7,10,1,7,22,8,10,2,2,19,13
"17",24,3,19,4,3,8,16,6,16,21,21,23,26,21,26,16,7,15
"18",12,18,26,3,25,22,17,24,2,11,12,24,24,11,19,10,22,23
"19",18,1,28,11,9,1,2,17,7,9,5,12,5,14,16,27,11,20
"20",22,25,18,23,8,24,21,13,6,24,25,13,9,2,15,8,8,24
"21",3,11,23,9,10,16,3,2,8,17,28,17,22,16,11,4,24,5
"22",1,15,5,17,5,19,15,8,1,22,6,2,1,18,25,17,20,16
"23",15,21,2,1,2,20,4,11,15,6,15,25,4,4,8,13,10,7
"24",17,28,12,10,28,28,28,1,12,16,9,16,14,9,28,28,13,10
"25",14,4,21,27,1,27,24,25,11,13,16,9,12,27,7,15,27,11
"26",13,19,7,26,13,2,18,5,28,12,27,28,11,13,17,22,28,18
"27",27,13,4,6,21,14,19,27,9,10,26,5,10,17,18,21,4,4
"28",8,26,14,21,7,10,10,19,5,2,18,20,20,22,22,25,18,1
