"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",8,4,5,21,16,18,6,23,9,22,9,19,18,12,17,15,2
"2",18,12,14,24,22,6,3,9,4,5,14,13,21,22,22,7,16
"3",11,14,7,10,10,23,24,2,16,15,11,21,4,24,21,6,7
"4",23,9,11,8,12,9,17,3,2,18,19,17,22,6,9,22,4
"5",5,22,4,4,5,10,8,12,5,19,21,4,15,17,18,4,12
"6",17,23,8,15,21,24,2,10,12,16,15,10,5,1,1,19,11
"7",7,13,16,7,3,5,7,19,8,4,13,22,6,4,5,8,5
"8",21,10,2,6,7,16,4,21,21,8,18,16,8,21,13,18,19
"9",13,2,22,3,19,12,11,11,18,7,23,7,2,11,23,16,3
"10",22,19,3,20,13,8,10,5,19,3,6,3,10,13,8,10,1
"11",10,17,21,5,17,15,5,6,20,21,7,15,20,7,7,5,20
"12",9,16,6,9,18,3,22,20,15,6,12,5,17,5,19,21,21
"13",1,8,1,14,20,14,18,13,1,9,1,14,1,9,10,1,14
"14",20,20,17,2,23,4,20,17,11,23,4,18,9,18,15,13,10
"15",3,11,15,12,24,21,15,18,23,13,17,1,23,20,6,11,6
"16",19,18,23,22,6,17,23,24,13,10,22,12,16,8,11,2,8
"17",14,24,12,17,1,13,12,14,24,12,2,24,24,10,24,24,13
"18",4,21,19,18,15,20,16,4,7,1,20,20,11,14,14,17,22
"19",15,3,10,1,2,19,21,8,10,2,8,8,19,16,3,14,15
"20",6,7,13,23,4,7,19,7,22,24,16,9,7,2,16,12,17
"21",16,1,9,16,14,2,13,15,17,17,24,23,13,15,2,3,24
"22",2,5,24,13,8,1,1,1,14,11,3,11,14,19,12,20,9
"23",12,15,20,19,11,11,14,22,3,20,10,6,3,23,4,23,18
"24",24,6,18,11,9,22,9,16,6,14,5,2,12,3,20,9,23
