"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",25,1,14,15,17,16,2,9,13,19,1,15,24
"2",14,7,10,4,2,19,8,7,24,9,7,25,12
"3",10,4,6,22,4,2,14,2,8,18,9,13,6
"4",9,13,22,3,25,12,7,19,7,24,8,9,19
"5",5,3,19,6,6,23,18,22,15,16,21,17,16
"6",21,18,2,5,7,10,19,11,17,23,3,6,11
"7",19,21,18,21,22,24,9,4,20,15,11,4,15
"8",11,25,5,16,16,18,15,25,25,20,17,14,22
"9",7,15,24,10,14,6,23,3,21,13,5,20,21
"10",8,2,15,17,24,11,20,10,23,3,16,10,2
"11",12,8,4,9,13,25,1,17,1,14,14,5,1
"12",6,24,23,12,5,21,11,14,10,4,2,12,4
"13",23,12,7,19,9,22,21,18,9,2,10,22,18
"14",22,16,20,2,18,17,16,5,3,6,18,16,7
"15",2,20,16,18,8,7,6,8,2,21,15,23,14
"16",18,9,25,24,11,13,12,15,18,25,24,21,5
"17",20,5,1,11,23,5,10,13,6,11,22,19,20
"18",1,10,11,1,10,1,13,16,19,5,13,3,23
"19",16,6,21,20,15,8,17,24,4,8,4,2,13
"20",15,23,8,8,12,9,3,1,14,1,25,11,17
"21",13,19,13,25,1,15,25,12,5,10,20,7,25
"22",3,11,9,13,19,20,22,6,11,22,23,1,10
"23",17,22,12,7,21,3,24,20,12,17,12,24,3
"24",24,14,17,14,3,4,4,23,22,12,19,8,8
"25",4,17,3,23,20,14,5,21,16,7,6,18,9
