"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",24,17,25,15,10,15,13,2,15,24,8,5,1,20,24,14,13,24
"2",21,8,10,3,21,6,25,6,17,11,11,10,5,17,11,23,23,6
"3",7,6,12,17,4,23,20,21,13,22,6,6,23,16,3,18,10,7
"4",23,2,20,21,11,17,12,16,7,10,24,12,18,24,7,8,21,3
"5",6,3,14,20,17,4,3,10,20,19,15,21,8,22,6,16,5,19
"6",15,20,3,4,13,18,8,13,5,2,3,4,10,23,5,19,4,14
"7",11,19,13,6,19,24,19,8,2,23,17,22,19,21,16,10,24,17
"8",18,15,17,19,20,22,21,11,24,4,1,19,11,12,20,7,7,4
"9",25,13,9,13,25,19,1,25,10,9,12,24,25,13,13,25,12,25
"10",12,18,23,16,14,7,18,22,9,1,16,23,2,3,2,17,15,8
"11",19,9,8,9,5,21,10,3,11,18,20,20,3,8,8,4,3,10
"12",9,4,6,11,15,9,22,19,6,6,22,7,6,15,23,6,9,23
"13",5,10,22,24,23,14,16,7,4,13,18,3,16,7,18,24,2,12
"14",10,16,4,18,6,10,11,4,21,3,21,17,24,19,22,20,19,11
"15",3,24,19,8,9,20,23,15,23,16,25,13,9,11,9,22,17,22
"16",20,21,15,5,16,11,5,20,18,20,23,8,21,5,19,15,6,5
"17",8,7,21,7,18,12,6,5,14,5,4,11,22,6,4,5,18,21
"18",16,14,2,14,24,1,14,14,25,25,19,1,14,10,1,1,16,13
"19",14,11,11,25,3,25,4,17,19,7,14,2,7,2,15,12,25,18
"20",2,25,16,12,1,2,2,1,1,8,13,9,13,14,12,9,11,2
"21",4,23,7,22,22,13,7,23,12,17,5,14,4,18,17,3,20,9
"22",13,12,24,2,2,8,17,24,22,12,10,16,17,25,14,2,1,16
"23",22,22,5,23,8,5,24,9,8,15,7,15,20,4,10,11,8,20
"24",17,5,18,10,7,3,9,18,3,21,2,18,12,9,21,21,22,15
"25",1,1,1,1,12,16,15,12,16,14,9,25,15,1,25,13,14,1
