"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",25,6,13,26,13,18,4,5,21
"2",13,5,20,10,21,14,2,3,4
"3",19,23,21,16,18,24,18,4,24
"4",3,7,14,13,14,3,17,27,2
"5",14,9,1,7,26,7,16,10,23
"6",4,20,3,6,15,25,3,15,15
"7",1,14,27,12,6,12,8,11,25
"8",9,19,24,3,12,9,25,6,7
"9",23,18,6,20,11,11,13,26,27
"10",5,17,18,23,2,22,15,9,5
"11",6,2,15,2,19,20,14,19,26
"12",10,10,23,24,25,26,11,25,14
"13",21,1,26,21,16,6,22,13,12
"14",2,13,7,19,24,16,21,1,11
"15",12,12,17,25,9,1,27,16,22
"16",16,4,5,14,7,27,24,7,18
"17",27,27,16,15,27,10,10,14,6
"18",24,15,10,11,22,23,26,22,9
"19",11,3,4,17,3,8,6,21,8
"20",18,16,19,4,23,4,5,23,19
"21",17,22,2,27,17,13,20,18,3
"22",20,11,8,1,10,21,9,12,1
"23",15,24,25,18,8,19,1,20,10
"24",7,25,9,22,20,5,7,8,17
"25",8,26,12,9,5,17,23,24,20
"26",26,8,22,5,1,15,19,17,16
"27",22,21,11,8,4,2,12,2,13
