"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,4,15,5,4,12,6,4,14,3,5,6,10,13
"2",1,7,11,11,16,10,17,7,10,2,10,11,1,1
"3",17,5,6,9,1,9,13,16,17,6,15,12,12,7
"4",11,2,7,3,10,2,10,2,11,15,3,16,7,5
"5",3,15,1,16,12,4,7,3,16,10,16,9,9,10
"6",8,16,13,12,7,3,5,14,9,4,1,13,14,4
"7",2,10,8,7,3,5,16,10,4,17,8,10,17,16
"8",16,9,2,2,17,7,3,8,3,1,7,7,13,9
"9",12,6,12,13,15,15,4,9,12,16,12,14,15,14
"10",5,3,5,15,13,14,11,15,5,11,2,3,11,8
"11",6,11,16,1,11,11,9,17,2,9,17,17,6,11
"12",13,13,4,14,6,13,12,5,6,5,6,15,4,15
"13",10,17,10,4,9,17,15,1,8,8,13,2,16,6
"14",9,1,9,10,8,1,1,11,7,7,14,1,2,17
"15",7,12,3,6,5,16,2,13,13,14,9,8,3,2
"16",15,14,14,8,14,6,14,12,15,12,4,4,5,12
"17",14,8,17,17,2,8,8,6,1,13,11,5,8,3
