"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",8,14,21,17,2,13,12,14,5,11,1,9,2,1
"2",21,8,16,13,1,5,7,8,12,21,20,5,10,8
"3",18,6,20,16,19,16,13,13,20,5,15,10,17,15
"4",13,3,14,5,13,9,18,3,15,9,4,2,15,2
"5",16,15,7,20,9,2,17,2,21,13,13,14,3,11
"6",12,4,10,19,11,17,1,19,2,15,17,15,13,3
"7",20,10,12,3,7,20,21,16,9,1,7,16,8,9
"8",7,1,18,12,14,4,5,6,4,4,9,19,7,13
"9",6,2,6,10,5,15,15,20,18,18,10,4,6,14
"10",19,19,5,11,15,14,14,7,6,19,8,20,18,5
"11",9,13,4,14,4,11,19,5,3,2,18,7,14,18
"12",15,5,1,8,8,1,9,15,8,12,2,11,20,20
"13",14,21,15,9,12,10,11,21,14,8,21,21,5,21
"14",17,12,9,1,20,12,4,10,1,14,12,3,1,16
"15",11,18,3,15,17,6,3,17,16,3,5,6,9,7
"16",2,9,11,18,21,8,20,11,13,20,3,17,11,19
"17",1,20,13,21,10,21,8,9,10,7,11,1,21,12
"18",5,11,8,2,3,7,6,12,19,6,14,18,19,4
"19",3,7,2,7,18,19,10,1,11,10,19,12,4,6
"20",10,17,19,6,6,18,2,4,17,17,6,13,12,17
"21",4,16,17,4,16,3,16,18,7,16,16,8,16,10
