"","V1","V2","V3","V4","V5","V6","V7"
"1",28,11,3,15,7,13,24
"2",19,20,4,9,22,22,2
"3",6,16,5,19,10,4,5
"4",25,1,14,17,14,25,6
"5",10,5,18,7,8,16,1
"6",27,18,21,28,21,18,14
"7",4,9,26,20,3,21,16
"8",7,27,13,14,28,19,8
"9",2,2,6,12,20,11,10
"10",26,14,24,2,16,7,7
"11",20,25,16,22,2,12,4
"12",1,24,11,26,15,15,25
"13",13,23,28,16,18,1,11
"14",17,4,27,8,27,14,17
"15",22,7,12,10,4,2,13
"16",8,19,22,13,5,8,28
"17",18,3,19,25,11,5,23
"18",11,10,23,24,24,10,3
"19",23,26,25,11,9,24,21
"20",5,12,15,5,23,3,22
"21",14,15,17,18,25,28,26
"22",24,22,8,21,26,6,18
"23",15,28,1,6,13,9,15
"24",3,21,20,4,12,26,12
"25",12,17,7,1,1,17,19
"26",9,6,2,23,17,23,20
"27",21,8,10,3,19,20,27
"28",16,13,9,27,6,27,9
