"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",7,3,4,10,10,2,12,5,3,11,3,4
"2",3,5,2,6,12,4,4,12,12,3,9,6
"3",9,8,10,5,14,9,2,2,2,2,4,9
"4",13,6,8,7,13,11,13,8,13,12,13,11
"5",10,14,5,4,9,14,10,14,5,7,7,1
"6",6,13,6,8,4,6,1,9,1,14,14,8
"7",1,7,1,12,6,13,9,1,6,6,11,10
"8",4,4,14,1,7,10,5,4,9,13,8,2
"9",11,1,7,13,2,12,3,10,10,8,2,7
"10",12,11,3,2,5,3,7,3,11,9,5,12
"11",14,9,13,14,8,1,6,7,7,4,12,3
"12",2,10,12,11,11,7,8,13,8,10,1,14
"13",8,2,11,3,3,5,11,11,4,5,10,13
"14",5,12,9,9,1,8,14,6,14,1,6,5
