"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",23,23,13,1,10,13,11,1,15,12,23,23,6,12,10,13,1,23
"2",14,9,16,7,3,3,3,21,22,11,4,15,7,19,7,3,13,8
"3",21,4,3,20,11,7,7,11,6,18,10,17,2,7,2,10,19,16
"4",15,8,8,15,22,16,1,4,20,10,3,10,10,3,20,20,12,20
"5",17,20,22,17,17,18,21,18,18,21,13,8,8,6,6,4,8,13
"6",7,5,6,8,21,21,17,3,9,7,12,13,5,16,5,6,5,3
"7",1,11,23,10,13,10,13,5,1,15,1,22,23,2,11,2,11,12
"8",6,7,21,18,9,12,19,9,19,3,16,18,17,18,3,19,16,19
"9",10,17,7,13,1,2,23,2,11,22,11,11,14,17,22,5,15,21
"10",9,12,11,23,23,1,16,23,12,13,22,14,12,1,9,16,23,1
"11",16,10,10,22,4,23,14,14,10,14,2,4,22,22,8,15,2,15
"12",4,22,17,21,7,14,10,6,13,5,6,3,3,10,16,9,22,7
"13",2,13,1,11,14,9,12,12,23,23,20,2,1,23,12,23,10,10
"14",22,3,15,2,18,8,20,7,17,17,7,5,19,13,14,14,18,4
"15",18,14,2,6,6,20,15,13,21,6,18,16,21,5,18,7,20,11
"16",5,18,5,3,16,4,6,17,14,4,8,7,20,8,4,12,7,18
"17",12,19,14,9,2,19,2,8,3,16,17,9,15,9,1,22,14,2
"18",3,2,9,16,8,15,5,19,16,20,14,21,16,11,23,11,3,5
"19",20,16,20,19,20,6,4,10,7,8,19,12,18,21,19,8,6,9
"20",11,6,18,5,5,5,18,15,5,9,15,6,4,4,21,18,4,14
"21",8,15,19,4,19,22,8,16,8,19,9,19,9,20,17,17,21,17
"22",19,21,4,14,12,11,22,20,4,2,5,20,11,15,15,21,9,6
"23",13,1,12,12,15,17,9,22,2,1,21,1,13,14,13,1,17,22
