"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",22,29,12,21,6,10,21,17,28,15,29,21,7,8
"2",1,9,11,11,22,11,20,22,2,3,14,28,20,9
"3",15,20,27,27,11,18,9,7,26,21,13,27,24,3
"4",13,5,10,23,23,25,3,26,27,18,18,2,15,20
"5",19,7,15,17,28,27,23,6,6,20,7,20,9,2
"6",14,19,19,2,14,6,10,25,7,8,27,6,10,1
"7",3,26,8,9,13,29,11,21,17,27,4,17,5,17
"8",5,11,13,20,15,16,8,4,3,28,28,12,26,25
"9",17,23,14,6,20,23,18,14,29,2,6,13,27,29
"10",11,15,7,24,16,1,29,1,18,7,2,14,17,5
"11",9,2,3,5,8,21,5,16,10,14,8,8,22,6
"12",23,4,23,4,17,15,27,24,25,29,11,11,11,11
"13",27,14,16,1,7,9,1,11,15,23,3,29,16,21
"14",10,17,20,16,9,22,28,28,8,17,17,26,2,28
"15",8,28,24,26,24,8,22,18,12,22,9,7,18,24
"16",26,8,17,28,10,28,25,19,16,5,25,9,23,18
"17",28,22,1,15,26,14,16,29,14,24,20,15,29,4
"18",2,13,25,13,1,24,19,12,20,25,23,4,14,7
"19",25,10,2,14,12,7,12,5,24,10,12,5,4,26
"20",18,25,9,8,4,4,26,9,4,19,16,3,25,16
"21",20,12,26,10,29,2,6,20,19,16,24,18,21,27
"22",12,1,28,7,5,13,17,2,13,1,19,16,8,22
"23",6,6,21,18,3,5,14,27,22,11,5,22,28,15
"24",24,27,22,12,18,26,4,3,9,9,21,23,19,12
"25",7,18,4,3,25,19,24,8,23,12,26,24,13,19
"26",16,3,6,29,19,3,13,13,11,26,22,25,3,13
"27",21,21,5,25,2,17,7,23,5,6,10,19,12,23
"28",4,24,18,19,27,12,2,10,21,4,15,10,1,10
"29",29,16,29,22,21,20,15,15,1,13,1,1,6,14
