"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",5,3,6,13,14,10,6,1,11,14,10,15,2,8
"2",2,6,12,5,2,12,10,3,5,2,8,4,4,12
"3",12,2,9,12,4,3,4,13,12,9,5,2,6,15
"4",15,16,10,9,16,9,15,2,10,10,9,1,15,10
"5",11,9,11,14,1,5,5,4,7,6,16,13,13,3
"6",13,5,1,4,9,6,13,7,2,11,15,11,7,16
"7",4,13,4,11,6,14,2,11,3,12,14,3,11,9
"8",7,7,16,8,7,8,9,16,6,16,1,16,16,11
"9",14,14,3,10,5,11,11,15,9,1,7,14,3,6
"10",3,10,2,7,3,2,14,6,14,13,4,8,10,4
"11",8,15,15,6,13,1,1,8,1,8,6,9,1,7
"12",9,1,8,16,11,16,16,9,4,7,2,7,9,1
"13",16,8,14,3,8,13,7,10,15,15,12,6,5,2
"14",1,12,13,15,12,7,12,12,16,5,13,10,8,13
"15",10,11,7,2,10,15,3,5,13,4,3,12,12,14
"16",6,4,5,1,15,4,8,14,8,3,11,5,14,5
