"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,5,11,10,2,18,1,11,2,5
"2",18,18,15,7,8,1,4,8,7,11
"3",4,15,7,12,3,4,12,16,6,2
"4",5,4,13,11,16,3,7,5,15,17
"5",11,6,5,18,9,2,19,9,13,4
"6",16,13,3,13,7,14,6,18,14,16
"7",8,8,1,15,11,7,3,1,4,12
"8",14,14,16,14,15,13,16,4,3,6
"9",2,17,12,17,12,11,2,13,18,8
"10",6,19,2,8,18,19,15,10,12,10
"11",10,16,10,4,1,9,17,2,16,14
"12",7,11,19,19,4,17,11,7,10,18
"13",17,9,8,6,13,16,9,3,17,1
"14",1,2,4,2,6,12,8,6,9,7
"15",19,1,9,16,19,10,13,15,8,13
"16",13,12,6,1,14,5,10,12,1,19
"17",9,10,18,3,17,8,5,19,11,3
"18",15,3,17,9,5,6,14,14,19,9
"19",3,7,14,5,10,15,18,17,5,15
