"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",7,18,4,15,17,18,10,9,7,19,6,6,6,18,12,3,15
"2",12,10,11,1,20,11,1,20,1,13,20,10,10,10,20,1,7
"3",20,9,6,12,9,1,12,3,9,18,15,1,18,14,17,11,3
"4",1,1,20,8,10,19,15,2,10,10,18,14,8,13,16,10,20
"5",19,16,19,11,12,4,9,17,13,7,9,5,2,2,15,8,19
"6",10,11,13,10,11,12,2,1,12,9,1,8,1,20,1,20,1
"7",17,17,5,4,14,16,3,5,14,11,14,16,17,6,9,17,16
"8",16,5,8,18,5,14,7,6,19,6,5,17,7,9,18,4,8
"9",14,4,10,20,18,9,17,10,16,16,19,7,5,4,3,15,12
"10",9,12,1,14,1,20,20,19,11,12,10,12,11,1,14,19,4
"11",6,8,3,13,6,6,6,18,17,8,17,11,14,19,2,7,17
"12",13,13,12,9,4,5,18,4,2,14,3,13,13,7,4,2,18
"13",8,3,16,16,13,3,4,15,6,15,4,19,16,11,13,18,13
"14",2,19,14,19,2,10,5,7,3,2,16,2,12,8,10,14,10
"15",18,2,7,3,7,13,14,16,4,3,7,4,9,16,8,16,14
"16",15,15,18,17,16,15,16,14,8,5,13,15,15,15,5,6,2
"17",3,14,9,7,19,8,19,11,18,1,2,9,20,12,19,13,11
"18",4,7,2,6,15,2,11,8,5,4,11,18,3,3,7,9,5
"19",5,6,17,5,8,17,8,12,15,17,8,3,19,5,6,5,6
"20",11,20,15,2,3,7,13,13,20,20,12,20,4,17,11,12,9
