"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",13,2,2,17,9,15,14,15,1,6,5,1,17,27,27,17,16,4
"2",26,26,12,10,25,8,23,17,20,1,1,12,19,14,9,10,11,3
"3",17,15,21,5,18,18,8,9,25,12,9,5,25,7,21,4,2,6
"4",8,22,26,12,8,22,25,26,12,9,13,15,3,23,19,7,5,9
"5",6,23,6,20,11,6,12,8,3,20,12,26,22,4,7,6,13,8
"6",5,21,11,22,15,25,21,6,18,4,16,6,23,16,22,23,22,21
"7",21,18,22,18,26,21,18,10,5,25,10,21,11,19,14,26,25,5
"8",4,9,15,3,3,20,5,4,8,2,2,25,10,13,16,20,9,14
"9",18,16,18,15,10,3,9,7,19,5,8,19,2,25,2,12,23,25
"10",23,7,7,21,16,4,11,21,24,11,17,24,5,17,20,24,6,7
"11",7,12,16,24,22,12,7,23,14,26,4,13,26,24,5,21,4,18
"12",24,25,14,23,6,17,6,13,4,14,24,2,8,18,11,1,8,22
"13",2,14,1,16,27,19,17,18,17,7,25,20,12,2,12,13,1,27
"14",3,6,24,19,4,5,19,20,23,21,7,4,13,15,13,2,21,16
"15",1,13,13,6,14,9,10,16,9,27,27,11,1,11,23,11,27,1
"16",22,20,9,2,12,24,16,22,16,22,6,3,4,3,3,19,15,13
"17",19,10,8,25,21,13,26,2,13,16,3,17,6,6,25,5,19,19
"18",25,5,27,13,7,11,13,1,15,10,26,14,27,1,10,22,20,11
"19",15,19,23,26,23,1,2,25,7,3,20,8,14,5,18,15,17,12
"20",27,1,19,14,13,26,1,19,10,23,14,22,21,12,24,9,12,26
"21",12,24,4,9,5,14,4,27,26,15,11,16,18,8,15,27,26,23
"22",20,17,3,7,2,2,22,3,11,24,18,10,20,21,17,14,3,17
"23",9,4,5,11,24,23,3,5,22,18,19,9,9,22,8,8,18,10
"24",14,11,17,27,1,27,27,14,27,17,22,18,16,10,1,16,10,2
"25",11,27,25,1,20,10,15,12,21,19,23,27,15,26,26,18,14,20
"26",10,3,20,8,19,7,24,11,2,13,15,7,7,9,6,25,7,24
"27",16,8,10,4,17,16,20,24,6,8,21,23,24,20,4,3,24,15
