"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",14,13,2,10,8,4,15,11,3,3
"2",8,16,17,4,14,12,13,14,9,4
"3",1,15,1,5,9,7,1,7,11,11
"4",6,17,9,15,1,10,10,9,1,15
"5",4,9,5,11,15,15,16,12,15,14
"6",7,11,6,17,17,1,7,4,8,6
"7",15,5,16,16,7,8,17,6,10,12
"8",2,2,13,12,11,3,11,17,6,9
"9",12,6,11,3,16,6,3,10,2,13
"10",5,7,10,2,2,5,14,3,14,7
"11",10,3,3,6,10,13,12,2,5,17
"12",3,8,15,9,6,16,5,5,4,2
"13",13,14,12,13,12,14,4,1,13,8
"14",17,1,8,7,13,9,9,8,17,1
"15",16,10,7,1,4,17,8,16,7,10
"16",11,12,14,8,5,2,6,13,16,16
"17",9,4,4,14,3,11,2,15,12,5
