"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",23,23,10,9,1,1,12,6,9,15,11,23,22,23,15,13,12
"2",13,2,4,3,19,19,9,4,11,21,22,21,11,13,7,6,9
"3",18,14,8,18,10,20,2,1,5,8,6,19,10,9,11,22,20
"4",10,15,1,2,16,13,7,14,14,4,1,12,23,1,23,16,10
"5",12,17,21,20,20,7,20,16,13,20,3,20,8,14,21,9,19
"6",2,4,7,10,18,5,16,5,16,14,10,5,3,5,16,20,17
"7",3,7,19,11,12,21,19,19,17,9,8,22,19,18,8,21,8
"8",6,11,2,23,2,22,14,13,23,22,14,7,18,11,12,11,23
"9",15,1,9,21,4,6,8,22,12,13,2,2,12,15,2,15,5
"10",7,16,20,17,14,4,5,2,15,7,20,3,20,16,10,5,14
"11",22,10,22,8,23,23,10,23,10,1,12,1,1,12,14,12,13
"12",14,21,18,12,5,16,6,15,18,16,21,15,2,2,3,17,16
"13",21,5,17,14,15,14,17,11,3,18,5,9,21,3,5,2,15
"14",4,20,6,13,13,17,4,18,4,17,9,8,5,20,17,3,7
"15",1,22,11,22,22,12,15,8,8,2,13,16,14,6,1,10,2
"16",16,19,16,5,7,18,21,3,20,12,7,4,13,8,19,7,4
"17",8,13,23,1,9,2,13,12,1,23,15,10,9,10,9,23,1
"18",17,18,5,6,17,10,22,17,7,10,19,6,15,19,6,18,21
"19",11,6,13,19,3,15,23,7,2,5,23,11,4,17,22,14,11
"20",9,9,12,4,8,9,11,9,21,3,4,14,6,22,4,1,22
"21",5,3,15,7,6,8,3,21,6,11,17,17,17,7,20,8,18
"22",19,8,14,16,21,11,1,10,22,19,16,13,16,21,18,19,3
"23",20,12,3,15,11,3,18,20,19,6,18,18,7,4,13,4,6
