"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,5,1,6,3,14,8,8,4,6,3,10,12
"2",11,13,7,13,2,13,7,6,10,13,4,4,5
"3",6,12,6,11,11,11,3,10,11,3,13,11,11
"4",2,3,8,8,5,2,4,4,14,2,7,6,2
"5",4,11,5,3,14,7,1,3,3,10,6,3,8
"6",14,1,11,5,9,12,5,9,5,5,11,1,6
"7",7,14,9,2,8,8,14,14,7,4,1,8,1
"8",13,8,4,14,7,6,12,1,1,1,9,9,7
"9",10,7,2,4,4,4,2,13,8,12,10,12,4
"10",12,9,13,7,10,1,6,5,9,7,2,14,14
"11",9,2,3,9,12,5,13,11,12,9,5,2,10
"12",3,4,12,12,13,9,10,7,6,14,8,13,3
"13",5,10,14,10,1,3,9,12,2,8,12,5,9
"14",8,6,10,1,6,10,11,2,13,11,14,7,13
