"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",6,14,11,11,24,10,12,24,1,1,10,24,10
"2",15,21,22,23,10,18,24,2,10,2,11,11,12
"3",24,9,6,16,5,3,23,19,11,13,13,18,23
"4",10,23,8,18,3,23,3,11,6,11,18,19,8
"5",5,3,24,17,20,11,22,12,19,12,19,3,9
"6",19,17,3,20,14,4,15,14,4,8,4,4,5
"7",7,18,5,3,11,20,10,18,22,17,12,1,6
"8",8,12,4,22,16,6,9,7,21,3,22,14,21
"9",3,7,17,21,12,19,16,15,5,23,16,22,18
"10",20,19,23,4,13,9,2,13,20,9,8,21,19
"11",23,11,19,19,22,21,8,8,16,18,6,16,4
"12",21,1,1,8,21,17,5,17,9,5,17,12,14
"13",4,16,2,9,2,13,21,5,17,21,5,17,13
"14",18,6,7,1,15,14,13,1,14,15,24,23,7
"15",14,5,9,24,9,8,1,23,15,22,9,6,11
"16",12,20,18,6,17,7,20,21,8,19,21,15,2
"17",13,4,13,14,7,16,18,16,23,4,2,20,1
"18",22,15,14,13,8,12,7,3,2,20,20,2,20
"19",16,24,12,12,23,1,17,9,24,24,15,10,16
"20",1,22,15,15,18,15,6,20,13,14,1,9,24
"21",17,13,20,10,1,22,14,22,18,7,23,7,17
"22",2,10,16,7,6,2,4,4,12,6,14,8,3
"23",11,8,10,5,19,24,19,6,7,10,7,5,22
"24",9,2,21,2,4,5,11,10,3,16,3,13,15
