"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",13,23,18,11,4,23,9,6,1
"2",6,25,22,5,15,14,16,9,26
"3",11,3,12,24,13,26,17,3,9
"4",8,12,26,20,2,19,14,20,20
"5",7,16,1,14,26,18,12,1,11
"6",22,24,6,26,12,20,7,13,19
"7",15,11,8,3,19,10,26,5,21
"8",26,15,10,13,9,25,21,19,25
"9",21,9,19,23,3,6,25,14,12
"10",10,22,4,22,20,12,22,24,15
"11",2,21,14,19,7,5,20,4,17
"12",20,4,20,2,17,22,11,23,16
"13",14,1,7,18,6,13,4,22,6
"14",4,5,3,10,5,8,10,12,23
"15",9,17,11,1,10,1,6,10,7
"16",23,26,13,9,24,7,13,21,8
"17",25,8,5,16,16,3,15,8,2
"18",18,20,2,4,1,15,18,17,10
"19",16,19,17,15,14,4,1,26,22
"20",3,14,21,25,18,9,8,18,3
"21",17,18,24,17,22,21,23,11,5
"22",19,6,15,21,23,16,5,7,24
"23",12,2,23,12,25,2,19,16,18
"24",5,7,16,8,11,17,24,25,4
"25",1,10,9,6,21,24,2,15,13
"26",24,13,25,7,8,11,3,2,14
