"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",12,11,18,18,9,16,12,15,10,17
"2",17,9,3,1,8,12,7,17,7,5
"3",16,16,14,15,13,5,11,8,2,6
"4",11,18,2,10,10,1,5,5,12,15
"5",2,17,11,12,6,11,17,14,13,3
"6",6,8,17,3,7,2,15,3,8,8
"7",9,13,16,8,18,7,6,18,18,9
"8",15,5,10,11,17,13,18,4,6,14
"9",14,14,7,5,1,14,10,1,16,10
"10",10,3,15,9,4,15,4,6,3,2
"11",13,2,6,6,15,4,13,13,11,1
"12",3,10,5,17,16,9,3,2,9,4
"13",18,7,12,13,5,6,1,11,15,13
"14",5,15,9,4,14,17,2,12,4,12
"15",7,6,1,14,11,18,14,9,17,7
"16",4,4,8,16,2,3,9,16,5,11
"17",8,12,4,7,3,8,16,10,1,18
"18",1,1,13,2,12,10,8,7,14,16
