"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",12,9,9,19,1,18,19,9,11,1,1,9,9,12,19,11,19
"2",10,5,13,16,5,2,3,2,2,18,11,11,8,6,17,8,4
"3",2,3,2,11,11,17,7,3,12,12,4,12,18,2,7,18,10
"4",16,14,5,14,12,4,13,4,4,7,3,3,14,16,6,6,7
"5",1,2,8,1,2,8,11,19,1,9,12,6,12,13,1,10,13
"6",5,15,17,15,7,3,10,17,17,3,5,13,7,9,4,15,6
"7",3,17,4,5,10,6,12,6,10,5,14,17,5,3,16,5,16
"8",19,11,1,8,3,11,2,12,9,8,10,18,2,15,10,19,1
"9",7,19,11,12,9,9,1,10,18,11,19,1,19,18,18,12,11
"10",9,8,10,2,19,1,18,7,16,19,8,19,11,19,11,13,9
"11",15,16,15,9,4,13,16,5,6,15,16,15,15,8,3,14,14
"12",17,7,14,6,17,5,6,14,7,4,7,7,16,5,15,16,15
"13",8,12,7,17,16,12,17,16,3,13,15,4,3,4,12,17,8
"14",4,13,18,7,14,14,4,11,5,16,2,10,4,17,8,7,18
"15",18,1,19,10,8,10,14,8,19,10,9,2,1,1,9,1,12
"16",13,18,6,3,6,16,9,18,14,17,6,8,13,7,14,3,5
"17",6,4,16,13,13,15,15,13,8,6,13,16,17,14,13,2,2
"18",14,6,3,18,15,7,5,15,15,14,17,14,10,11,5,4,17
"19",11,10,12,4,18,19,8,1,13,2,18,5,6,10,2,9,3
