"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",7,24,18,6,19,18,18,16,9,2,9,21
"2",5,11,19,7,13,6,3,6,22,5,6,7
"3",1,16,7,23,4,9,11,13,8,1,12,4
"4",17,5,25,3,22,15,10,12,24,20,13,20
"5",15,13,13,25,25,25,1,14,16,8,1,16
"6",23,3,11,8,16,23,14,23,18,3,16,5
"7",18,12,1,11,8,17,19,11,1,4,25,17
"8",12,4,24,20,9,3,24,25,12,7,11,14
"9",11,19,9,17,21,5,13,2,19,6,23,23
"10",14,20,10,5,6,7,2,24,5,19,15,19
"11",20,17,20,14,23,4,12,20,2,16,5,6
"12",21,9,17,24,7,8,17,4,17,21,20,9
"13",16,25,14,12,11,1,20,15,25,12,18,1
"14",9,1,15,4,1,13,15,1,4,11,2,13
"15",8,21,2,21,15,16,16,22,23,22,4,12
"16",4,8,16,22,12,21,9,21,3,14,19,24
"17",19,23,4,1,10,22,8,3,13,15,10,8
"18",24,22,23,19,17,14,4,8,7,9,21,11
"19",10,14,22,10,2,19,7,17,14,24,24,3
"20",2,10,6,2,24,11,23,19,15,13,22,10
"21",25,15,12,9,14,10,25,10,11,25,3,25
"22",3,18,21,15,5,24,22,7,20,17,14,18
"23",22,7,5,16,3,12,6,18,21,10,7,22
"24",6,2,3,13,18,2,5,9,10,23,17,15
"25",13,6,8,18,20,20,21,5,6,18,8,2
