"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",6,21,7,16,23,22,24,17,25,21,23,22,16,11,6
"2",24,24,13,10,5,2,7,20,20,13,3,23,20,19,18
"3",17,25,15,13,12,27,15,21,17,2,27,9,11,1,27
"4",9,14,3,3,15,8,18,25,22,10,5,20,4,3,10
"5",5,9,23,11,17,7,6,4,3,16,22,21,14,5,25
"6",8,22,27,26,19,1,21,10,18,9,15,7,7,13,21
"7",13,5,6,23,8,4,25,19,6,6,19,15,25,7,16
"8",26,15,12,25,20,9,16,26,2,18,26,5,19,17,9
"9",2,27,16,12,11,14,26,16,1,15,10,13,1,25,1
"10",15,8,8,14,10,6,19,7,26,23,9,3,18,24,26
"11",21,12,4,22,21,21,14,13,4,8,6,24,10,26,24
"12",14,26,18,21,26,11,11,8,14,26,12,27,27,2,12
"13",27,10,17,1,27,13,27,1,23,1,13,16,13,16,14
"14",3,1,14,27,14,26,17,2,16,17,1,17,22,20,11
"15",18,19,9,19,13,5,2,3,12,4,21,19,6,21,4
"16",16,4,21,7,22,3,12,18,7,24,2,10,9,12,5
"17",19,18,25,4,16,19,22,23,10,25,17,18,23,22,22
"18",10,7,26,15,7,24,9,27,11,3,11,25,17,14,3
"19",12,3,19,17,25,18,8,22,21,12,20,1,3,23,17
"20",4,20,10,5,24,16,3,14,9,5,7,4,21,9,20
"21",1,11,1,20,1,12,1,24,15,27,14,12,12,15,23
"22",11,23,5,2,6,25,10,6,5,20,18,6,8,18,13
"23",22,2,11,8,3,15,20,11,13,19,25,26,2,10,19
"24",25,16,24,24,9,23,4,15,27,22,8,14,5,8,15
"25",23,6,2,9,18,20,5,9,19,14,16,8,24,6,2
"26",7,13,22,6,4,10,13,12,24,7,24,11,26,27,8
"27",20,17,20,18,2,17,23,5,8,11,4,2,15,4,7
