"","V1","V2","V3","V4","V5","V6","V7"
"1",8,22,23,22,3,5,17
"2",23,26,17,23,28,28,22
"3",17,5,22,16,23,4,28
"4",6,18,25,29,15,23,27
"5",26,6,6,12,26,22,9
"6",5,11,18,4,16,1,8
"7",14,15,3,27,25,2,20
"8",12,25,19,8,9,12,30
"9",4,7,5,24,10,13,5
"10",3,29,7,14,19,8,23
"11",16,8,30,5,20,26,19
"12",18,19,4,2,4,10,12
"13",19,3,20,28,18,19,4
"14",13,13,27,13,1,15,1
"15",30,20,12,30,21,14,15
"16",15,28,11,26,6,24,7
"17",20,30,24,3,12,21,14
"18",22,17,26,9,29,7,6
"19",7,14,13,1,27,18,25
"20",9,21,9,7,22,27,3
"21",29,16,21,15,7,29,10
"22",27,9,28,25,11,9,24
"23",1,24,29,19,24,17,11
"24",28,23,2,10,17,16,26
"25",24,2,10,6,8,6,18
"26",10,1,15,21,30,11,13
"27",21,12,8,20,2,20,29
"28",2,4,16,11,5,25,21
"29",11,10,1,17,13,30,16
"30",25,27,14,18,14,3,2
