"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",22,8,12,6,2,5,24,13
"2",18,18,4,3,26,23,26,16
"3",23,7,25,17,24,27,15,23
"4",9,15,24,16,3,2,1,17
"5",19,26,26,8,14,25,5,10
"6",16,16,7,10,22,1,9,2
"7",26,23,17,13,20,3,23,25
"8",11,27,1,7,8,10,14,24
"9",24,19,27,26,7,9,13,7
"10",10,11,6,19,6,26,22,4
"11",21,5,13,15,27,11,3,5
"12",27,3,5,11,5,16,10,19
"13",2,12,28,9,23,12,21,15
"14",20,13,8,28,13,13,28,22
"15",6,4,21,12,9,19,27,9
"16",8,25,10,18,25,7,19,11
"17",7,9,9,5,19,20,4,26
"18",14,28,22,21,18,15,25,3
"19",5,17,20,25,28,17,11,21
"20",13,1,23,1,16,8,18,20
"21",15,20,14,23,1,22,20,27
"22",25,22,2,22,17,18,2,14
"23",4,21,15,2,4,14,7,6
"24",12,2,16,27,21,24,8,12
"25",1,24,11,14,11,28,12,18
"26",3,6,3,24,15,4,16,8
"27",17,10,19,20,10,6,6,28
"28",28,14,18,4,12,21,17,1
