"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",26,16,2,22,4,4,10,12,17,2,4,17,10,5,11,8
"2",17,27,13,26,19,7,4,23,21,21,28,14,5,15,18,2
"3",23,25,8,1,5,12,26,9,9,26,14,7,3,13,8,15
"4",15,2,28,8,12,11,19,6,27,23,2,26,17,14,13,3
"5",6,24,3,11,23,27,12,10,23,24,17,19,20,19,27,11
"6",4,6,16,25,21,22,27,13,14,20,3,12,4,28,10,19
"7",14,18,1,7,20,16,20,15,4,1,27,10,23,18,3,23
"8",12,11,18,2,17,21,2,3,19,3,12,8,9,25,21,5
"9",9,12,9,27,11,25,24,21,20,8,13,25,25,11,6,6
"10",2,3,5,16,8,8,8,16,26,13,19,4,11,24,1,13
"11",1,28,15,6,9,18,21,17,6,11,5,15,15,3,25,1
"12",18,8,24,13,1,15,25,26,15,5,20,20,2,20,28,12
"13",10,20,27,24,7,26,16,7,2,14,24,3,7,9,16,10
"14",20,22,7,19,15,17,1,28,1,15,1,27,19,26,14,14
"15",11,5,4,12,18,5,18,22,3,25,11,23,8,8,22,21
"16",8,17,21,23,3,14,6,19,18,27,6,6,24,17,23,24
"17",22,10,6,21,14,19,22,1,25,18,26,11,14,6,24,26
"18",24,4,26,28,24,9,7,11,5,7,15,13,21,12,26,16
"19",16,7,14,14,2,23,3,4,8,22,18,18,27,2,4,18
"20",19,15,10,15,26,1,23,5,11,17,8,2,28,22,19,7
"21",21,19,25,5,22,24,9,20,24,16,7,16,6,10,2,22
"22",5,9,22,3,16,2,11,27,13,19,25,9,22,7,9,9
"23",25,21,17,4,6,6,17,14,22,12,23,24,26,27,20,20
"24",27,13,20,18,28,20,15,18,7,28,22,22,12,23,7,4
"25",13,23,19,17,25,10,28,24,28,4,16,5,18,1,12,17
"26",28,1,12,10,10,28,13,25,12,9,9,1,16,16,17,28
"27",3,14,11,9,27,13,5,8,16,10,21,28,1,4,15,25
"28",7,26,23,20,13,3,14,2,10,6,10,21,13,21,5,27
