"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,21,11,1,28,19,13,28,15,10,1,15,14,16,1,13,1
"2",10,25,23,23,13,9,2,23,19,2,10,3,18,8,15,6,8
"3",23,20,5,16,6,8,26,22,16,24,12,22,9,12,2,4,23
"4",5,10,3,10,7,26,6,19,11,7,8,24,25,7,11,19,18
"5",15,28,18,8,2,16,19,13,28,5,24,23,27,23,6,11,14
"6",8,15,26,14,19,11,4,24,3,18,25,16,21,21,3,24,26
"7",6,17,25,13,8,25,25,8,17,21,20,9,24,17,20,3,2
"8",20,16,19,7,21,1,9,18,10,8,18,4,3,27,10,2,19
"9",21,6,15,17,3,17,3,3,18,17,7,8,8,24,4,22,4
"10",14,3,8,3,14,22,1,14,8,28,23,28,11,18,16,5,7
"11",17,13,1,6,9,13,15,26,21,26,14,2,19,26,27,27,12
"12",13,5,7,18,24,2,28,17,23,13,19,13,23,4,9,25,6
"13",28,1,12,2,12,10,21,1,14,1,22,10,20,11,14,16,28
"14",12,27,20,4,10,21,27,15,7,15,3,6,10,10,24,23,24
"15",26,24,13,11,25,24,5,20,25,22,21,11,6,5,21,18,16
"16",11,19,6,28,15,23,11,7,22,4,13,18,2,19,12,28,27
"17",7,11,24,5,17,4,17,6,26,25,5,19,4,9,7,15,10
"18",4,2,17,27,1,15,18,27,5,20,17,14,1,1,13,10,15
"19",3,26,14,22,22,6,22,2,12,23,16,26,17,28,17,21,17
"20",18,23,2,20,18,28,16,5,4,14,28,7,16,6,5,8,11
"21",24,18,28,9,4,7,12,9,1,9,15,21,13,3,19,26,9
"22",22,8,22,25,27,20,14,11,9,27,11,1,28,14,8,17,21
"23",16,14,16,15,23,14,8,4,20,16,2,27,22,2,28,1,25
"24",2,9,10,21,5,5,7,12,27,11,27,5,12,15,25,12,22
"25",25,4,27,19,16,27,20,25,24,12,6,20,15,25,18,9,20
"26",19,12,21,24,20,18,23,21,13,6,26,25,5,13,26,20,3
"27",9,7,4,12,26,12,24,10,2,3,9,12,7,22,22,7,13
"28",27,22,9,26,11,3,10,16,6,19,4,17,26,20,23,14,5
