"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",15,12,26,22,5,18,26,6,27,16,10,10,24,2,10,16,25,4,13,23,3,13,26
"2",6,7,11,25,18,7,20,3,10,6,5,6,13,8,6,24,17,23,6,5,14,6,8
"3",8,19,22,26,10,26,5,12,12,5,27,5,20,16,19,8,22,7,10,12,22,24,4
"4",21,8,17,28,12,11,12,28,17,14,15,1,1,28,17,1,28,19,28,1,10,14,17
"5",23,17,4,19,26,23,17,18,28,3,11,12,6,13,22,20,18,26,17,18,4,26,3
"6",22,11,9,4,21,20,19,13,5,10,16,3,3,5,23,7,4,6,4,22,18,12,22
"7",14,13,1,3,11,9,13,2,15,17,28,23,21,7,20,19,2,20,11,2,1,25,19
"8",19,25,14,21,8,22,25,7,11,7,20,21,4,24,4,22,6,17,20,9,23,18,25
"9",24,3,23,6,17,3,22,4,22,8,4,27,17,22,26,11,21,11,19,15,21,21,15
"10",25,18,3,16,14,5,18,25,21,26,26,7,19,21,5,18,20,13,5,17,24,4,24
"11",1,5,7,13,4,19,27,26,19,11,24,28,11,12,9,2,13,15,8,28,15,23,10
"12",11,16,24,24,22,21,7,24,20,25,6,26,8,11,25,21,10,9,7,3,16,10,20
"13",7,20,19,2,16,28,21,21,23,24,3,2,18,19,2,9,3,22,16,11,7,17,14
"14",27,6,21,7,6,24,4,22,4,4,13,19,23,20,12,25,14,21,9,19,8,7,18
"15",9,27,10,1,9,12,14,14,16,15,1,22,2,23,15,23,26,5,12,26,12,1,1
"16",4,2,12,10,15,27,3,10,25,20,22,17,5,4,16,14,23,27,21,13,20,3,23
"17",28,24,25,9,20,10,6,5,18,22,23,4,9,9,11,26,12,14,25,25,13,22,11
"18",10,22,8,23,19,4,2,20,3,9,14,25,16,6,3,10,24,12,22,21,6,19,21
"19",13,14,6,20,1,16,1,1,6,28,8,8,15,27,28,13,11,24,15,27,28,16,13
"20",12,21,18,8,28,14,28,27,7,13,21,15,28,1,27,27,27,18,14,10,27,15,12
"21",26,23,5,14,13,25,24,9,8,23,9,20,27,10,18,3,15,8,26,6,11,5,9
"22",2,26,15,17,23,8,10,8,26,1,19,16,26,25,21,4,9,16,2,20,9,9,16
"23",3,4,2,15,24,15,11,17,13,12,2,9,25,18,13,28,8,3,27,14,19,27,27
"24",20,10,27,27,25,13,15,15,14,19,17,24,22,15,7,6,1,25,18,24,25,2,2
"25",16,28,28,12,2,1,16,16,1,18,7,14,10,14,14,5,16,28,1,8,17,28,28
"26",17,1,16,11,27,17,9,11,9,27,18,18,12,26,1,15,19,1,3,7,2,20,6
"27",5,9,20,18,7,2,23,19,2,21,25,11,7,17,24,17,5,10,23,16,5,8,7
"28",18,15,13,5,3,6,8,23,24,2,12,13,14,3,8,12,7,2,24,4,26,11,5
