"","V1","V2","V3","V4","V5","V6","V7"
"1",8,4,24,15,4,2,14
"2",15,1,6,14,9,27,20
"3",7,23,5,3,17,15,8
"4",24,8,9,2,6,11,11
"5",20,2,17,25,21,9,4
"6",2,5,3,23,12,17,13
"7",4,18,22,24,22,26,16
"8",21,28,15,6,13,28,15
"9",28,9,19,21,2,16,18
"10",12,3,18,4,16,19,28
"11",16,16,26,1,25,14,21
"12",27,17,12,13,15,1,1
"13",11,25,25,19,8,20,2
"14",17,13,14,28,5,24,9
"15",14,19,1,17,1,13,6
"16",23,6,27,9,18,23,7
"17",9,10,8,11,26,25,3
"18",3,14,20,5,10,6,5
"19",22,24,7,26,11,8,22
"20",25,15,4,20,20,21,27
"21",26,22,21,16,28,18,12
"22",13,27,10,22,24,4,10
"23",6,7,13,18,27,7,25
"24",18,11,2,7,23,3,17
"25",19,21,23,10,7,5,26
"26",10,12,28,27,14,12,23
"27",5,20,11,8,3,22,24
"28",1,26,16,12,19,10,19
