"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",24,16,7,14,6,19,28,10,24,28,16,16,1
"2",9,13,18,12,18,28,21,21,28,3,4,21,9
"3",20,25,6,18,14,18,11,22,6,4,28,28,16
"4",16,17,1,21,5,9,15,26,3,12,7,5,5
"5",6,26,13,24,9,4,24,17,21,19,5,27,14
"6",2,5,27,15,7,7,13,27,19,9,18,19,24
"7",4,15,8,1,1,20,5,19,11,16,1,14,20
"8",10,6,4,3,12,11,22,20,14,23,24,1,10
"9",28,11,16,25,13,26,6,18,23,13,25,4,22
"10",11,19,23,28,11,15,1,9,13,2,9,17,28
"11",12,1,9,22,26,14,8,25,25,26,11,11,17
"12",23,4,17,4,17,17,16,16,2,24,8,26,27
"13",15,14,26,20,19,8,26,1,12,25,26,23,19
"14",25,21,19,27,25,2,20,23,10,17,19,15,7
"15",1,28,20,11,15,10,7,7,5,27,12,12,8
"16",3,7,3,26,23,24,14,5,17,14,14,25,6
"17",5,18,24,5,28,16,17,15,22,11,27,10,2
"18",18,9,25,9,10,25,2,24,9,20,15,22,4
"19",13,2,21,23,2,22,25,13,4,6,22,13,12
"20",14,20,2,10,21,5,3,14,27,18,23,20,25
"21",17,27,12,6,20,23,27,28,16,7,13,8,23
"22",7,12,14,8,24,1,10,11,1,1,17,3,15
"23",26,23,15,2,4,13,9,4,20,8,21,24,11
"24",19,8,22,7,3,3,19,6,26,15,10,6,18
"25",22,24,28,19,22,21,12,12,18,22,2,2,13
"26",8,22,10,16,8,27,18,3,8,21,20,7,26
"27",27,10,5,13,27,12,23,8,7,10,3,18,21
"28",21,3,11,17,16,6,4,2,15,5,6,9,3
