"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4,2,15,5,3,16,23,13,2,5,26,10,9,22,18,13,4,9,20
"2",28,15,1,15,8,18,10,27,3,27,12,2,4,13,15,5,17,8,6
"3",25,23,13,28,26,15,18,11,19,14,14,25,10,21,27,2,11,1,27
"4",16,5,4,24,23,20,5,9,9,7,8,6,7,9,6,14,7,22,22
"5",6,18,26,3,21,7,15,4,7,9,10,24,5,15,8,6,15,24,4
"6",24,1,19,16,27,17,25,14,4,13,16,27,19,3,1,23,21,16,7
"7",8,7,7,4,19,22,19,24,20,23,9,23,6,12,21,25,23,13,23
"8",13,14,17,13,15,1,28,17,28,12,13,1,1,17,28,28,6,25,9
"9",15,8,27,23,6,3,17,26,6,10,19,14,20,11,25,3,22,19,24
"10",11,19,8,7,22,8,27,20,11,21,22,4,21,6,5,8,13,4,21
"11",20,9,28,12,18,25,22,6,24,18,2,12,25,8,16,4,3,10,12
"12",26,10,2,1,5,4,16,2,21,20,17,13,12,27,2,21,10,17,14
"13",21,17,11,19,10,26,20,5,13,15,28,3,17,19,10,26,26,26,26
"14",9,3,6,25,11,13,8,12,26,22,25,26,27,18,17,7,14,23,8
"15",14,24,3,10,12,23,26,8,10,2,7,18,22,26,24,11,19,18,5
"16",5,21,9,21,25,5,7,18,1,17,1,11,18,24,19,20,28,15,11
"17",17,27,25,11,9,14,6,16,8,24,11,21,26,23,7,27,5,12,25
"18",10,20,21,22,13,24,11,3,5,19,23,20,2,5,22,22,9,5,13
"19",23,16,12,6,1,10,1,21,12,16,3,28,16,2,23,12,8,27,16
"20",1,12,18,17,28,28,13,28,15,28,18,17,15,28,11,9,1,28,15
"21",19,28,5,20,17,6,21,25,17,6,27,22,13,10,12,17,2,11,1
"22",22,4,20,18,14,9,12,19,25,3,5,19,3,25,9,10,25,6,19
"23",7,11,16,27,2,21,14,23,16,8,4,9,23,16,4,24,12,2,3
"24",27,22,22,2,24,19,9,22,23,4,24,8,24,14,20,19,16,21,17
"25",2,13,10,14,16,2,2,1,18,1,15,16,28,1,14,18,18,7,28
"26",18,6,24,9,20,11,3,7,14,25,21,5,14,20,26,15,24,3,2
"27",12,26,14,8,4,27,4,15,27,11,20,15,8,7,3,1,27,14,10
"28",3,25,23,26,7,12,24,10,22,26,6,7,11,4,13,16,20,20,18
