"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",7,15,26,2,21,18,17,12,25,27,22
"2",12,8,11,6,7,2,1,6,11,22,13
"3",13,20,12,25,17,22,22,21,17,1,28
"4",14,18,27,14,28,8,4,15,1,5,10
"5",21,4,20,12,10,6,26,10,26,6,20
"6",9,17,9,4,8,17,27,24,5,8,5
"7",3,12,4,11,16,13,23,4,2,18,26
"8",20,26,10,18,22,16,5,27,7,24,21
"9",28,28,7,1,13,10,13,11,12,4,18
"10",25,22,22,8,26,24,25,18,10,20,16
"11",24,16,15,22,24,1,8,1,18,14,25
"12",18,13,25,27,3,15,18,2,6,3,14
"13",23,1,1,20,5,21,16,16,8,12,23
"14",10,9,8,17,27,25,14,5,28,7,17
"15",4,2,13,9,23,14,9,19,20,2,3
"16",8,3,19,23,14,4,12,22,4,26,19
"17",11,27,18,21,6,20,24,8,22,21,9
"18",27,14,14,15,1,7,21,20,16,28,1
"19",1,7,28,16,12,28,20,28,13,15,12
"20",22,5,16,3,19,23,7,9,3,16,8
"21",16,10,24,5,4,12,10,25,21,19,27
"22",17,23,2,7,20,3,19,26,23,13,11
"23",15,6,6,28,25,11,28,13,14,23,7
"24",26,11,21,24,15,19,2,23,24,10,6
"25",5,25,23,19,18,5,15,7,9,11,2
"26",19,19,3,13,11,27,11,3,19,25,4
"27",6,24,17,10,2,26,3,14,15,9,24
"28",2,21,5,26,9,9,6,17,27,17,15
