"","V1","V2","V3","V4","V5","V6"
"1",2,26,8,5,20,21
"2",7,21,13,2,8,6
"3",15,3,4,19,11,4
"4",25,4,22,25,19,10
"5",21,2,11,16,27,24
"6",14,19,24,4,28,9
"7",16,28,21,15,1,19
"8",27,20,7,24,12,23
"9",11,25,18,27,14,2
"10",5,5,25,12,13,22
"11",18,7,14,28,7,20
"12",9,11,1,14,17,8
"13",12,12,27,22,22,25
"14",13,16,5,9,3,26
"15",19,27,12,21,23,7
"16",20,23,28,8,16,17
"17",1,18,23,20,9,13
"18",10,1,17,6,5,16
"19",8,22,15,18,18,28
"20",3,8,20,10,24,3
"21",24,10,19,3,10,27
"22",17,6,6,1,21,14
"23",6,15,3,26,26,18
"24",4,9,10,23,2,11
"25",23,24,2,11,6,12
"26",26,13,9,7,15,1
"27",28,17,16,13,25,15
"28",22,14,26,17,4,5
