"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",7,7,17,15,12,1,20,9,9,16,12,1,3,2,28
"2",1,14,10,27,3,14,28,21,14,4,17,9,23,8,22
"3",16,11,15,9,11,26,23,19,25,21,8,6,28,23,2
"4",14,26,28,1,2,16,7,1,15,18,16,3,24,13,11
"5",12,12,5,10,19,8,6,5,3,11,25,20,27,11,24
"6",27,10,12,2,23,4,21,11,13,24,18,27,15,9,3
"7",3,17,18,5,14,18,17,28,23,14,28,25,20,1,9
"8",5,21,13,13,10,3,9,3,21,5,23,11,7,21,4
"9",25,1,21,11,28,20,13,4,19,6,10,10,21,4,15
"10",10,18,22,26,26,27,15,15,4,23,22,8,2,10,12
"11",26,22,19,20,7,25,22,7,27,9,21,19,12,15,26
"12",8,9,24,16,9,28,8,17,12,7,1,28,18,22,19
"13",13,27,9,18,20,24,3,20,17,10,13,21,4,3,1
"14",9,8,2,19,24,7,14,25,28,8,2,4,14,14,10
"15",18,5,14,3,15,22,5,27,5,3,20,5,10,17,21
"16",23,3,27,14,21,15,27,22,10,12,26,15,5,24,7
"17",17,19,16,24,27,2,10,24,16,17,15,24,25,26,27
"18",20,6,23,23,4,5,2,18,24,20,24,14,16,5,16
"19",4,24,7,4,25,23,24,8,7,13,11,13,17,27,17
"20",6,2,3,21,6,21,12,10,8,26,19,18,22,18,6
"21",11,25,20,12,5,6,25,26,2,27,9,22,11,16,14
"22",22,28,6,17,18,11,18,16,20,28,27,2,19,20,20
"23",15,4,8,25,17,17,26,2,22,19,5,26,6,12,18
"24",24,20,4,8,8,19,11,23,11,22,3,12,8,6,25
"25",28,16,11,28,13,13,1,6,1,15,6,7,13,25,8
"26",21,13,1,6,1,10,16,14,18,1,14,23,1,28,13
"27",19,23,25,22,16,9,19,13,6,2,4,16,26,7,5
"28",2,15,26,7,22,12,4,12,26,25,7,17,9,19,23
