"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",20,23,25,4,19,14,27,28,11,15
"2",28,5,12,7,15,19,24,20,25,18
"3",11,19,28,17,18,26,21,8,21,6
"4",22,12,3,22,11,24,28,3,14,12
"5",18,13,2,2,9,12,6,17,5,26
"6",23,28,19,11,8,28,8,14,26,14
"7",14,21,21,8,21,3,2,9,23,22
"8",5,8,15,1,28,10,14,24,20,11
"9",8,22,4,15,4,18,5,27,17,7
"10",26,7,27,26,3,11,15,11,13,20
"11",6,14,20,27,25,21,25,15,18,27
"12",25,11,23,12,24,22,4,18,8,3
"13",2,17,26,23,14,5,7,21,3,13
"14",4,9,13,19,5,20,1,7,6,16
"15",3,26,9,3,13,23,16,12,12,1
"16",12,6,5,10,22,8,23,10,2,5
"17",16,10,22,20,10,7,18,25,27,2
"18",15,18,16,9,1,25,19,23,1,21
"19",1,16,1,13,23,15,17,5,28,19
"20",17,24,17,25,27,16,13,1,4,8
"21",24,27,14,16,16,6,20,6,7,28
"22",13,4,10,21,20,27,11,26,10,24
"23",27,20,6,18,26,2,10,22,15,17
"24",9,3,24,5,12,17,9,2,16,25
"25",7,1,18,14,7,1,26,16,9,10
"26",21,15,11,6,2,4,12,4,19,4
"27",19,2,7,28,17,13,3,13,24,9
"28",10,25,8,24,6,9,22,19,22,23
