"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",27,7,22,2,5,20,17,27,10,11,10,19,3,26,20,26,18,2,14,18,18,12
"2",12,18,15,10,3,8,10,8,27,27,6,7,15,20,23,28,27,22,16,15,25,27
"3",13,23,20,9,23,3,8,12,8,5,25,6,7,23,22,12,9,11,8,21,4,6
"4",6,5,21,8,10,25,25,9,7,21,8,9,23,9,17,7,8,20,10,24,21,7
"5",1,15,14,1,28,6,21,1,1,14,16,1,27,14,5,22,15,1,28,14,15,15
"6",8,20,10,7,24,24,22,23,23,22,22,24,8,8,19,24,12,17,18,22,7,24
"7",20,25,6,13,14,23,6,22,6,18,3,5,24,5,21,17,24,8,5,8,9,18
"8",2,9,5,19,9,21,20,3,20,12,26,8,9,27,26,14,16,27,6,5,13,17
"9",14,16,17,17,1,15,1,28,28,15,17,28,28,15,16,1,14,23,1,16,1,1
"10",10,13,18,28,16,14,11,26,2,26,24,13,10,7,24,3,7,3,20,3,23,16
"11",3,12,27,16,26,22,9,16,17,2,2,27,14,13,28,16,21,14,25,12,27,2
"12",21,27,16,21,6,10,27,4,22,10,11,16,16,2,27,10,13,6,26,26,8,11
"13",17,19,3,26,4,27,7,10,3,16,21,15,5,16,4,18,22,18,24,23,20,5
"14",4,10,2,12,7,1,13,15,19,25,4,21,2,11,2,15,6,5,11,11,5,9
"15",9,21,12,23,15,16,26,25,11,6,5,11,19,24,7,27,3,26,19,10,10,4
"16",15,22,23,27,22,26,16,11,26,13,9,20,25,21,3,11,10,4,9,6,19,25
"17",5,3,25,22,12,4,3,21,21,19,20,12,22,25,13,19,19,9,22,25,11,23
"18",11,14,7,11,13,13,28,20,12,3,27,25,18,18,6,9,26,7,4,27,26,20
"19",26,17,8,15,27,18,2,2,13,24,1,17,11,28,12,2,1,12,15,28,14,19
"20",19,2,19,24,21,9,23,7,5,23,13,26,12,19,15,23,25,15,3,2,6,10
"21",24,28,28,18,8,12,24,17,16,17,19,2,1,12,11,20,2,16,2,13,28,21
"22",22,4,11,5,18,17,4,5,24,9,23,14,17,3,9,25,11,10,7,9,24,3
"23",25,8,1,20,17,7,12,13,4,4,15,23,26,10,25,21,5,25,13,20,17,26
"24",16,6,9,25,25,5,18,24,25,7,7,4,4,4,10,4,23,19,12,19,16,14
"25",18,1,13,6,2,28,14,18,15,1,14,3,13,17,14,8,4,13,27,1,3,28
"26",28,11,26,14,20,19,15,14,14,28,28,10,20,1,1,13,28,28,21,17,2,13
"27",7,24,24,4,11,11,5,6,9,8,12,22,6,6,8,5,20,24,17,7,12,22
"28",23,26,4,3,19,2,19,19,18,20,18,18,21,22,18,6,17,21,23,4,22,8
