"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",12,14,13,24,14,8,1,1,14,24,24,15,14,1,9,1,24,1,1,15,17,13,12
"2",6,5,17,8,11,12,20,15,4,2,22,5,18,11,3,21,21,7,21,14,21,12,4
"3",2,4,19,21,3,9,3,9,8,18,6,12,8,4,23,16,11,20,17,10,8,10,2
"4",23,21,4,16,21,15,9,17,9,16,13,3,5,8,5,19,17,23,5,21,13,16,3
"5",14,10,9,23,10,23,5,16,18,1,10,20,23,21,13,12,22,15,13,20,2,5,1
"6",17,20,20,20,7,19,18,19,6,19,18,17,16,18,21,20,16,8,4,4,12,9,20
"7",24,9,1,11,1,7,13,11,11,13,1,23,10,24,1,14,18,2,24,12,11,14,24
"8",19,11,16,19,22,18,11,21,5,5,3,7,22,3,10,7,6,5,18,7,7,17,14
"9",7,18,10,9,8,14,4,13,10,20,4,2,19,19,2,4,8,17,9,1,22,4,15
"10",3,6,3,18,17,11,16,20,19,7,20,21,9,5,6,11,9,18,6,5,16,7,22
"11",22,3,11,2,20,22,14,7,12,17,16,14,24,9,22,5,14,19,22,19,18,8,19
"12",16,8,24,12,13,3,8,23,2,9,12,16,1,16,16,3,23,21,12,11,24,24,17
"13",4,19,21,3,19,20,6,5,13,11,17,22,6,15,4,9,15,10,16,3,6,19,5
"14",20,17,8,17,12,13,7,4,21,3,15,11,4,13,20,17,2,4,23,6,23,3,10
"15",8,2,7,15,18,6,12,6,23,15,11,4,20,14,18,23,19,9,8,2,4,23,16
"16",21,22,15,6,5,4,19,8,20,6,5,18,21,7,12,15,13,16,3,8,19,20,6
"17",13,13,12,10,24,1,24,12,1,23,14,24,13,12,11,24,1,24,15,9,1,1,11
"18",10,15,23,22,15,16,21,2,16,10,7,10,15,20,7,18,7,22,20,23,15,21,21
"19",1,23,2,13,16,5,15,10,7,4,19,13,17,23,24,2,5,11,11,24,10,15,8
"20",15,24,18,1,9,2,2,24,24,12,21,1,12,10,14,13,10,13,19,18,3,11,23
"21",18,1,14,14,2,24,23,14,22,21,23,9,2,17,8,6,3,14,10,13,9,18,9
"22",5,12,5,5,6,21,10,22,15,22,9,19,11,6,17,22,4,6,14,22,20,22,13
"23",11,7,22,4,23,10,17,18,17,14,2,6,7,22,19,10,12,3,2,17,14,2,7
"24",9,16,6,7,4,17,22,3,3,8,8,8,3,2,15,8,20,12,7,16,5,6,18
