"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,15,12,20,21,9,23,15,15,2,20
"2",13,7,6,2,6,11,7,16,18,3,3
"3",9,3,18,5,8,6,16,9,24,12,23
"4",12,20,7,23,7,19,18,12,6,18,24
"5",10,24,24,10,18,12,13,19,19,24,18
"6",8,9,1,15,3,14,22,4,14,23,9
"7",11,11,8,14,24,7,11,24,3,17,1
"8",19,6,19,22,17,2,19,17,7,10,8
"9",15,17,23,19,1,8,1,10,12,14,5
"10",14,8,22,16,23,18,8,3,11,6,22
"11",21,14,21,13,4,17,20,23,22,5,13
"12",24,10,14,7,5,3,6,14,8,22,19
"13",22,1,3,11,14,13,14,7,5,1,17
"14",1,12,9,12,13,1,2,1,20,9,16
"15",5,22,4,9,9,4,17,20,10,7,7
"16",18,16,2,4,16,21,3,21,13,13,21
"17",7,21,17,6,20,16,5,11,4,4,10
"18",17,18,15,1,11,10,24,2,1,15,14
"19",23,23,13,21,10,22,12,5,16,8,2
"20",16,4,10,8,22,23,21,13,21,16,6
"21",6,2,16,24,12,15,4,22,17,19,11
"22",4,5,11,17,2,24,10,18,2,11,15
"23",2,13,20,3,15,20,15,6,9,21,4
"24",20,19,5,18,19,5,9,8,23,20,12
