"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",15,18,3,6,11,7,18,21,23,21,14,10,20,8,8,5,8,17,5,3,5,7
"2",21,21,14,17,10,22,22,7,8,18,3,6,10,5,5,13,21,7,17,16,2,8
"3",7,5,22,14,22,9,4,3,9,4,15,7,5,7,6,8,16,20,4,12,8,5
"4",22,1,8,1,1,15,11,13,12,3,16,11,11,1,1,1,12,1,13,9,24,15
"5",16,15,21,5,13,21,7,20,7,6,4,3,19,11,14,21,19,18,9,6,21,21
"6",6,3,4,16,21,20,8,18,19,17,19,13,15,6,20,22,20,6,16,7,13,3
"7",4,20,18,21,14,11,19,10,17,10,18,4,9,4,22,7,6,14,22,4,17,23
"8",24,16,5,24,23,13,15,24,6,1,11,8,8,14,24,15,10,11,1,24,14,11
"9",1,24,15,12,16,12,10,12,13,24,22,1,23,23,2,24,11,9,8,23,11,16
"10",17,19,13,2,18,2,24,14,11,13,23,14,1,24,19,12,24,19,12,11,20,1
"11",10,22,2,20,5,4,3,15,18,12,8,19,3,9,7,16,18,8,6,15,18,22
"12",14,13,1,8,24,24,2,11,1,11,24,17,13,18,9,9,9,13,24,13,1,24
"13",9,17,17,15,19,16,9,23,15,14,1,20,12,15,3,2,3,24,18,17,22,6
"14",23,14,23,9,15,10,5,1,24,23,10,24,7,16,13,14,14,2,23,1,15,12
"15",3,8,10,23,12,18,17,5,5,15,9,18,22,22,11,3,23,12,3,2,19,13
"16",5,6,19,3,17,6,20,22,3,16,7,21,14,3,16,10,13,4,10,19,7,18
"17",19,9,20,18,7,5,6,19,16,8,17,9,21,20,18,4,22,10,20,18,4,14
"18",13,12,11,13,9,1,1,2,2,19,12,12,24,2,23,17,1,16,15,20,23,9
"19",18,2,12,19,20,3,21,6,20,5,5,15,18,17,4,23,7,15,14,10,10,20
"20",8,10,9,10,4,8,14,17,4,9,6,2,2,21,10,19,4,5,19,5,9,4
"21",20,7,16,22,6,17,13,16,10,22,20,22,6,10,15,18,2,22,7,8,3,17
"22",12,11,24,11,3,23,23,9,21,7,21,16,17,12,12,11,5,3,2,22,16,2
"23",2,23,7,4,2,14,16,4,14,2,13,23,16,13,17,20,17,23,21,14,6,10
"24",11,4,6,7,8,19,12,8,22,20,2,5,4,19,21,6,15,21,11,21,12,19
