"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",22,3,13,1,6,24,1,11,12,24,12,11,3,23,15,14,16
"2",24,14,2,10,24,9,6,20,10,4,17,9,22,16,24,16,12
"3",21,13,8,7,17,7,23,2,24,20,10,14,16,12,1,11,24
"4",6,19,3,24,23,11,13,9,14,23,13,17,2,17,5,6,6
"5",2,17,7,9,15,21,4,7,9,12,18,23,9,2,9,18,22
"6",18,9,5,11,10,22,19,15,8,11,4,24,18,19,10,2,1
"7",10,21,11,22,20,23,17,13,20,6,8,6,15,21,16,21,21
"8",23,18,18,21,8,6,20,6,11,10,3,2,5,3,11,15,11
"9",5,24,14,2,7,10,22,17,13,2,14,18,23,5,14,5,17
"10",13,20,19,5,3,17,8,3,4,5,16,7,14,18,2,9,7
"11",15,22,9,8,12,3,3,14,21,15,23,5,7,10,17,3,2
"12",4,12,23,15,13,14,5,8,7,21,5,3,21,14,18,1,20
"13",9,5,4,20,4,19,15,4,19,16,20,10,20,4,21,10,10
"14",12,4,6,23,1,2,7,22,5,7,9,13,8,11,12,7,23
"15",3,15,24,12,2,16,21,21,23,13,11,15,6,15,23,17,4
"16",16,10,10,14,11,13,18,1,1,1,24,19,1,13,19,23,15
"17",19,7,22,13,21,20,14,19,18,8,19,8,4,7,6,4,18
"18",20,23,16,18,18,18,9,23,2,19,7,20,12,6,20,12,8
"19",14,2,15,17,14,12,2,10,22,3,6,16,24,8,4,19,5
"20",11,8,21,4,22,1,16,12,6,22,15,12,17,1,13,22,3
"21",17,16,20,19,5,5,10,16,16,18,21,21,19,20,8,20,19
"22",1,1,12,16,16,8,24,18,3,14,22,4,13,24,7,13,9
"23",7,6,17,6,19,4,11,5,17,9,2,22,10,22,22,8,13
"24",8,11,1,3,9,15,12,24,15,17,1,1,11,9,3,24,14
