"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",18,21,21,21,2,22,19,12,12,14,4,18,17
"2",4,4,18,16,7,3,20,16,9,23,16,12,21
"3",8,20,14,20,22,9,5,13,16,8,22,3,22
"4",24,14,16,17,12,14,23,18,22,4,23,15,4
"5",6,5,19,4,8,19,7,15,19,7,3,11,5
"6",21,16,17,5,17,21,10,2,18,20,15,7,20
"7",23,6,12,9,5,16,8,9,2,6,12,24,23
"8",5,17,4,14,10,6,15,4,21,5,6,19,19
"9",1,12,6,2,1,12,4,6,13,17,24,14,16
"10",10,24,13,10,4,10,22,8,24,21,9,4,9
"11",19,8,9,1,24,1,18,11,14,1,8,10,14
"12",20,3,7,22,3,5,12,22,17,11,14,6,7
"13",2,15,24,23,18,15,13,7,1,3,11,8,11
"14",22,19,5,15,19,7,6,14,3,22,5,13,6
"15",15,22,3,11,6,20,1,17,10,2,17,9,10
"16",7,10,10,18,11,24,9,24,5,19,7,1,15
"17",13,13,1,6,16,13,24,19,8,12,1,5,24
"18",14,7,2,24,15,18,14,10,20,24,20,21,12
"19",17,9,22,8,9,8,16,5,6,15,21,2,3
"20",9,2,8,13,21,23,21,3,7,10,18,16,8
"21",3,18,11,7,23,17,17,21,15,18,13,23,2
"22",16,1,23,12,20,11,3,20,23,16,10,17,18
"23",11,23,20,3,14,4,11,23,4,9,19,20,13
"24",12,11,15,19,13,2,2,1,11,13,2,22,1
