"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",16,18,13,1,10,15,1,11,1
"2",2,17,10,8,14,10,8,24,24
"3",5,14,5,12,5,23,17,18,3
"4",7,24,18,5,19,14,22,16,16
"5",6,13,19,16,4,4,3,10,21
"6",13,8,7,3,2,21,11,21,17
"7",22,16,22,4,3,11,18,6,14
"8",15,1,24,11,21,16,9,8,19
"9",9,10,3,6,11,7,21,4,22
"10",24,12,6,20,20,9,10,7,4
"11",14,19,1,15,16,20,24,9,8
"12",11,6,2,24,17,12,2,17,15
"13",12,7,17,9,15,1,16,1,2
"14",19,2,14,14,6,8,23,23,10
"15",17,15,12,19,24,3,19,19,18
"16",1,9,21,23,9,18,20,12,11
"17",10,21,23,21,12,6,12,22,5
"18",18,22,9,22,7,17,13,2,20
"19",21,23,4,10,8,2,6,15,12
"20",3,4,8,2,22,5,14,13,9
"21",20,11,20,7,18,19,4,20,7
"22",4,20,15,13,23,22,5,3,13
"23",8,3,11,18,1,13,7,5,6
"24",23,5,16,17,13,24,15,14,23
