"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",18,14,6,3,7,21,15,15,24,23,6,2,22,15,13,2,11,10
"2",1,12,24,8,1,11,1,9,17,13,1,12,1,13,9,5,24,14
"3",2,13,7,6,18,6,22,1,2,18,11,20,24,10,22,11,14,13
"4",12,5,3,12,12,19,19,12,5,7,20,18,3,6,2,1,21,9
"5",16,2,18,19,14,4,6,18,21,4,19,17,21,12,23,4,10,11
"6",4,23,4,14,9,8,3,23,9,12,23,3,8,18,18,9,13,5
"7",6,1,9,4,2,23,5,20,6,10,13,14,15,2,15,15,7,19
"8",14,18,5,7,20,5,8,13,22,2,8,6,6,4,14,21,20,17
"9",19,3,22,9,8,9,17,5,11,20,22,4,12,7,19,16,18,23
"10",10,8,20,11,15,1,13,24,13,24,4,24,7,3,12,13,3,3
"11",5,7,12,20,16,22,9,3,23,21,14,16,5,21,17,17,19,8
"12",8,20,10,17,3,2,18,7,20,15,17,10,19,5,4,20,8,7
"13",22,4,11,10,23,10,4,16,4,17,5,11,18,19,3,19,16,6
"14",20,21,14,2,17,3,12,6,7,14,18,15,4,22,8,3,6,18
"15",21,10,8,21,5,7,23,22,19,9,10,19,9,20,6,12,17,22
"16",15,19,17,18,11,18,20,19,3,16,2,9,2,14,24,22,9,16
"17",3,11,21,5,19,17,21,17,18,5,21,5,11,17,5,18,4,12
"18",13,16,15,1,4,13,14,14,10,6,16,22,17,24,21,24,23,2
"19",24,22,23,15,24,24,24,10,16,11,12,13,14,1,16,8,15,4
"20",17,9,13,23,6,14,10,2,1,1,9,1,10,9,10,10,5,1
"21",7,17,16,22,21,15,11,21,8,22,15,7,20,8,7,6,22,20
"22",9,6,2,16,22,12,16,8,14,8,3,8,16,23,20,7,2,21
"23",11,24,19,13,10,20,7,4,12,3,7,23,23,16,1,14,12,24
"24",23,15,1,24,13,16,2,11,15,19,24,21,13,11,11,23,1,15
