"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",13,21,10,14,23,20,19,19,18,7,6,5,20,5,18,6
"2",16,3,22,23,10,7,8,23,24,21,10,8,14,16,17,9
"3",15,18,1,24,9,6,17,2,7,4,1,18,11,8,14,14
"4",18,8,13,19,22,15,16,16,17,18,4,21,4,20,5,23
"5",23,10,18,21,17,24,13,1,12,16,22,2,9,10,12,1
"6",7,17,19,20,4,16,10,9,21,13,16,24,22,9,22,19
"7",17,1,15,2,21,14,15,5,8,5,17,11,24,19,23,13
"8",9,4,8,22,13,21,2,10,2,8,8,6,16,14,3,20
"9",24,24,9,10,11,1,24,11,15,15,24,15,15,17,19,21
"10",2,2,14,16,7,12,20,21,13,9,23,17,10,2,1,8
"11",21,19,6,1,5,13,11,6,22,12,7,7,3,13,2,7
"12",11,13,2,5,16,23,9,24,23,6,21,19,12,23,11,15
"13",8,5,7,6,19,2,12,17,4,14,9,23,6,11,20,2
"14",1,14,23,13,14,10,21,8,10,10,5,4,2,24,21,16
"15",3,9,11,8,6,19,5,3,14,19,2,16,19,21,15,5
"16",4,23,16,18,20,4,3,12,19,3,14,12,7,18,8,4
"17",14,7,12,7,2,9,6,13,16,2,19,1,5,6,16,24
"18",5,22,17,3,8,22,18,22,5,22,11,10,8,12,13,22
"19",20,11,21,12,1,17,23,14,3,1,12,22,17,15,10,3
"20",19,15,4,15,12,18,1,15,9,24,15,14,1,1,24,10
"21",12,20,24,9,24,11,7,7,1,20,20,20,13,7,4,12
"22",22,12,20,4,15,3,4,20,11,11,3,13,21,3,7,18
"23",10,16,5,17,3,5,14,18,6,17,18,3,23,22,6,11
"24",6,6,3,11,18,8,22,4,20,23,13,9,18,4,9,17
