"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,19,10,20,21,6,12,21,15,22,2,12,2,12
"2",5,12,5,4,3,12,20,10,4,20,4,7,12,2
"3",16,2,18,18,7,11,21,19,18,23,13,9,21,22
"4",14,10,15,5,14,2,17,24,21,8,22,10,4,4
"5",9,8,17,8,10,17,9,4,8,24,16,23,1,7
"6",22,21,4,13,9,19,22,6,17,5,15,6,3,13
"7",20,15,9,1,22,9,24,15,12,14,17,24,24,10
"8",24,7,11,10,1,13,10,20,24,3,5,22,13,15
"9",18,9,14,21,15,20,15,2,3,7,1,11,23,9
"10",7,16,24,17,4,18,13,22,11,2,18,1,14,8
"11",6,23,16,6,23,14,7,16,5,4,12,8,18,21
"12",3,5,20,15,12,4,23,13,1,6,9,19,7,16
"13",23,6,22,11,20,5,11,7,6,19,21,5,16,14
"14",17,18,23,2,8,10,5,8,13,10,3,16,5,23
"15",10,22,21,12,19,22,19,11,23,18,6,18,17,6
"16",4,11,3,22,17,16,14,9,20,9,20,21,15,24
"17",8,14,8,9,11,3,6,3,22,17,8,2,22,17
"18",1,4,12,3,5,24,2,12,16,12,24,13,20,11
"19",13,3,1,7,18,23,16,18,9,13,7,3,6,20
"20",21,13,19,24,16,15,1,14,19,15,10,4,8,1
"21",11,1,6,16,24,8,4,5,14,1,14,15,10,3
"22",12,24,13,23,2,7,18,1,10,16,23,14,9,19
"23",19,17,7,14,13,21,3,23,2,21,19,17,11,18
"24",15,20,2,19,6,1,8,17,7,11,11,20,19,5
